end_station_name,member_casual,end_lat,end_lng,total_trips
Stony Island Ave & 71st St,member,41.766499031368014,-87.586485054052432,124
Hoyne Ave & 47th St,member,41.808235895638639,-87.677198820872277,107
Leavitt St & Division St (*),member,41.902999414634152,-87.683804878048775,656
Wabash Ave & 87th St,casual,41.736633613168728,-87.622627367283968,162
Perry Ave & 69th St,member,41.769297439999825,-87.628200612585459,94
Dauphin Ave & 103rd St,casual,41.707270521668313,-87.607673504540188,22
Bosworth Ave & Howard St,casual,42.019526228621281,-87.669564996509592,191
Warren Park East,member,42.004552773693845,-87.680663637144463,633
Racine Ave & Washington Blvd (*),casual,41.883093970873794,-87.6569892815534,103
Ashland Ave & McDowell Ave,member,41.8088955487013,-87.6644928809524,154
Cottage Grove Ave & 78th St,casual,41.753192227748684,-87.605025118673638,191
Halsted St & 59th St,member,41.787531200000011,-87.6448792,20
Vincennes Ave & 75th St,member,41.757981052631578,-87.631205482456139,19
State St & 76th St,casual,41.758492351851849,-87.624642477777783,45
South Chicago Ave & 83rd St,member,41.744008430555553,-87.575341861111113,12
Bosworth Ave & Howard St,member,42.019524289377294,-87.669574498168487,273
Latrobe Ave & Chicago Ave,casual,41.894740804012343,-87.756896350308622,108
Central Ave & Madison St,casual,41.880120481292515,-87.763234085034014,98
Vernon Ave & 107th St,casual,41.700205124366377,-87.612317032548688,39
Pulaski Rd & Congress Pkwy,member,41.874308516339873,-87.725712045751635,51
East End Ave & 87th St,casual,41.736816417532921,-87.582805302776833,30
Halsted St & 47th Pl,casual,41.808149819571888,-87.645621343895584,249
Vernon Ave & 79th St,member,41.75092342948718,-87.6137978525641,26
State St & 76th St,member,41.75699604761904,-87.624608619047621,21
Wentworth Ave & 35th St,member,41.830788516197778,-87.6325107203751,391
Stony Island Ave & 82nd St,member,41.746627468579234,-87.585983637978131,122
Damen Ave & 51st St,casual,41.800913818181819,-87.674684123376622,77
W Oakdale Ave & N Broadway,member,41.94,-87.64,151
Major Taylor Trail & 115th St,member,41.68494295951929,-87.645300753915919,10
Cicero Ave & Quincy St,member,41.877609492753621,-87.745405623188418,23
Laramie Ave & Madison St,member,41.880210573099419,-87.755340988304084,57
Cicero Ave & Lake St,casual,41.886834923245615,-87.745268471491229,76
Jeffery Blvd & 76th St,member,41.756942553235831,-87.57577968855972,72
State St & 54th St,member,41.796626554794514,-87.625919200913245,73
Albany Ave & 26th St,member,41.8444826349581,-87.702013328749032,157
Exchange Ave & 79th St,member,41.7541322875,-87.554179683333345,40
Kedzie Ave & Harrison St,casual,41.8736059899633,-87.704876622133938,113
Lincolnwood Dr & Central St,member,42.064861755167954,-87.715257895025871,516
Oglesby Ave & 100th St,casual,41.713343159455981,-87.56591027117986,62
Leavitt St & Division St (*),casual,41.902998928571414,-87.683808928571437,98
Cottage Grove Ave & 83rd St,member,41.743425072916672,-87.604832182291673,32
Ashland Ave & Pershing Rd,casual,41.8234689302721,-87.665581457483,98
Ashland Ave & 74th St,member,41.759199753032334,-87.663512197868343,8
Conservatory Dr & Lake St,member,41.88549845820895,-87.716667306467684,335
Halsted St & 69th St,member,41.769067474687546,-87.64461269959132,46
Dodge Ave & Church St,casual,42.048303539319249,-87.698255887323938,284
California Ave & 26th St,casual,41.84404001584133,-87.695300352413327,50
Halsted St & 56th St,casual,41.792941468197284,-87.644997408192864,70
Halsted St & 63rd St,casual,41.779388320055823,-87.644619128128866,150
Racine Ave & Garfield Blvd,casual,41.794226637978142,-87.655078262295078,244
Racine Ave & 65th St,member,41.775396066666666,-87.654304100000019,10
Racine Ave & Garfield Blvd,member,41.794210753164556,-87.655091740506336,79
Laramie Ave & Gladys Ave,casual,41.875809106060608,-87.755287810606063,44
Ashland Ave & 66th St,member,41.774080241666667,-87.663767808333333,20
Avenue O & 134th St,casual,41.651930048559386,-87.539631497490134,32
Avenue O & 118th St,casual,41.681023791925682,-87.537957435340076,12
Stewart Ave & 83rd St,casual,41.743716146341455,-87.634086577235792,41
Halsted St & 51st St,member,41.801816571117556,-87.6452124052,30
Wabash Ave & 83rd St,member,41.743316701550391,-87.622831852713162,43
Ewing Ave & Burnham Greenway,member,41.712748007396641,-87.534759846539544,9
Constance Ave & 95th St,casual,41.722577103585543,-87.579161230144422,17
Phillips Ave & 83rd St,casual,41.744527342896177,-87.565066872950808,122
Baltimore Ave & 87th St,member,41.737338830228495,-87.548463460466124,31
Central Ave & Harrison St,casual,41.8729934291939,-87.764496932461881,153
Elizabeth St & 59th St,casual,41.78669136,-87.65586064,25
Halsted St & 56th St,member,41.792950634202704,-87.645001948447913,16
Morgan St & Pershing Rd,member,41.823609904970766,-87.650923308479534,114
Woodlawn Ave & 75th St,casual,41.75916798765433,-87.595758567901242,27
Austin Blvd & Chicago Ave,member,41.894888654901962,-87.774593354901967,85
Kilbourn Ave & Milwaukee Ave,casual,41.948807036979176,-87.739955813020856,320
Throop St & 52nd St,member,41.799630722222226,-87.6570888888889,21
Wentworth Ave & 63rd St,member,41.780088189660944,-87.629727715902632,63
Western Blvd & 48th Pl,casual,41.805653318699186,-87.683350395121963,205
Marquette Ave & 89th St,casual,41.733690674213221,-87.558400469992037,36
Shields Ave & 43rd St,member,41.816205407136,-87.634813509819992,10
W Armitage Ave & N Sheffield Ave,casual,41.92,-87.65,44
Central Park Ave & 24th St,casual,41.848102043010755,-87.715071147311818,155
Cottage Grove Ave & 71st St,member,41.765709169910984,-87.604988055568626,17
Karlov Ave & Madison St,member,41.880863873983735,-87.727902756097549,41
California Ave & Lake St,casual,41.884463483417633,-87.6962111388994,275
Michigan Ave & 71st St,casual,41.765290583333339,-87.62174147115384,52
Houston Ave & 92nd St,casual,41.728203101009662,-87.5496741461103,65
Cottage Grove Ave & 71st St,casual,41.765714554088774,-87.604971272815362,65
Summit Ave & 86th St,casual,41.737857233550507,-87.644900461826509,35
Kenton Ave & Madison St,casual,41.880706744623666,-87.741018255376346,62
Summit Ave & 86th St,member,41.737866352157162,-87.6449143945159,14
Stony Island Ave & 82nd St,casual,41.746566456043958,-87.5860027069597,91
Damen Ave & Walnut (Lake) St (*),casual,41.885982447761194,-87.6770032238806,67
Loomis Blvd & 84th St,casual,41.741506824037451,-87.658410537468,94
Laramie Ave & Kinzie St,casual,41.887825606666659,-87.75553219666665,50
Walden Pkwy & 100th St,member,41.712219555555556,-87.667706694444448,6
Cottage Grove Ave & 111th Pl,casual,41.691736266351413,-87.610001540924074,26
Latrobe Ave & Chicago Ave,member,41.894734765432105,-87.7568919691358,27
Woodlawn Ave & 75th St,member,41.759176907407408,-87.5957715925926,36
Carpenter St & 63rd St,casual,41.779869000000005,-87.650908227272737,11
Ashland Ave & 78th St,casual,41.752213504319137,-87.663712813504759,68
Ashland Ave & 50th St,casual,41.803051616379314,-87.664672658045987,116
Major Taylor Trail & 115th St,casual,41.684956001031281,-87.645297097608037,23
Central Park Ave & 24th St,member,41.848104947619056,-87.7150843190476,35
Ashland Ave & 63rd St,member,41.779372462121216,-87.66485719696972,22
Eggleston Ave & 69th St (*),member,41.7688988,-87.6358856,10
Kedzie Ave & 24th St,member,41.848195023580232,-87.705413090879091,102
Eberhart Ave & 91st St,casual,41.729265880547118,-87.611820351525282,89
Ashland Ave & 78th St,member,41.75224262134445,-87.6637805793101,7
Marquette Ave & 89th St,member,41.733708516285894,-87.55842805402628,5
Eberhart Ave & 91st St,member,41.72926714170562,-87.611829489469528,5
Greenwood Ave & 91st St,member,41.728264268162725,-87.597298622131348,3
Cicero Ave & Flournoy St,casual,41.872131724358972,-87.74662185576922,52
MTL-ECO5.1-01,member,41.9171,-87.7482,3
Pulaski Rd & Lake St,member,41.885426640692636,-87.7264814177489,77
Eggleston Ave & 69th St,member,41.768898643518519,-87.635876645833335,72
Halsted St & 104th St,casual,41.705138225,-87.642382566666669,20
Ashland Ave & 69th St,member,41.76871074358975,-87.664074115384622,13
Michigan Ave & 71st St,member,41.765300074074084,-87.621752682098759,54
Stewart Ave & 63rd St,casual,41.779837531446539,-87.634776144654069,53
Cicero Ave & Lake St,member,41.886827359649118,-87.745304728070181,19
Calumet Ave & 71st St,member,41.7655047852886,-87.616917432017544,19
Eggleston Ave & 69th St,casual,41.768899302631588,-87.635872280701747,38
Damen Ave & 59th St,member,41.786011428571427,-87.674181142857122,7
Eggleston Ave & 92nd St,casual,41.7276206828919,-87.634879317103611,29
Eggleston Ave & 92nd St,member,41.72761778,-87.634882166666671,25
Phillips Ave & 83rd St,member,41.744528343589749,-87.565063307692313,65
Ewing Ave & Burnham Greenway,casual,41.712697534337565,-87.534698880940766,11
Throop St & 52nd St,casual,41.7996661638889,-87.6571585222222,60
Stony Island Ave & South Chicago Ave,member,41.751162128888893,-87.585362904444466,75
Evans Ave & 75th St,casual,41.758498749999987,-87.606396324275366,92
Cottage Grove Ave & 78th St,member,41.753182469298231,-87.605020570175455,38
Dauphin Ave & 103rd St,member,41.707321833333339,-87.607671,2
Dauphin Ave & 87th St,member,41.736528790456745,-87.60126762739111,9
State St & 123rd St,member,41.670674958333329,-87.622782,4
Ashland Ave & Garfield Blvd,member,41.792806245454543,-87.6644081939394,55
Ashland Ave & 66th St,casual,41.774075947916664,-87.663808083333322,32
Rhodes Ave & 71st St,member,41.766013833333332,-87.6117299642857,14
Vincennes Ave & 104th St,member,41.704960875,-87.657034541666661,4
South Chicago Ave & Elliot Ave,member,41.7473573,-87.58003703333334,5
Western Ave & 111th St,member,41.691219666666669,-87.681303333333332,1
Kenton Ave & Madison St,member,41.880704952380952,-87.741018357142863,14
Racine Ave & 61st St,casual,41.783194177083331,-87.654367010416649,16
Jeffery Blvd & 91st St,member,41.729759608825731,-87.575824222621932,8
Rhodes Ave & 71st St,casual,41.766,-87.611717,26
Stony Island Ave & 90th St,member,41.730832221651177,-87.585554457847593,4
Indiana Ave & 103rd St,member,41.70716935246049,-87.618455845203272,22
Stewart Ave & 83rd St,member,41.743697208333337,-87.634092347222222,12
Ellis Ave & 83rd St,member,41.744104571428572,-87.599096904761907,7
HUBBARD ST BIKE CHECKING (LBS-WH-TEST),casual,41.889962670647805,-87.680641771333271,51
Cicero Ave & Flournoy St,member,41.872109603174607,-87.746604269841285,21
Laramie Ave & Gladys Ave,member,41.875805708333331,-87.755297458333331,20
Halsted St & 51st St,casual,41.8018304235332,-87.645214101192977,76
Ashland Ave & 50th St,member,41.803021586666674,-87.664698593333327,25
Base - 2132 W Hubbard Warehouse,member,41.889925192772495,-87.680306873734978,7
Greenwood Ave & 79th St,member,41.751299358333341,-87.597609850000012,20
Homewood Ave & 115th St,casual,41.684595887091518,-87.670796093956241,16
Halsted St & 73rd St,member,41.761611822182324,-87.644152981847213,9
East End Ave & 87th St,member,41.736804095268354,-87.582850620601462,20
South Chicago Ave & Elliot Ave,casual,41.747361907407409,-87.58004421296296,18
Dauphin Ave & 87th St,casual,41.736521993907907,-87.601255439543,21
Seeley Ave & Garfield Blvd,member,41.794098805555556,-87.675474425925913,18
May St & 69th St,member,41.768929088235296,-87.652926421568623,17
Clyde Ave & 87th St,member,41.737168337318153,-87.572728322038444,6
HQ QR,casual,41.8899,-87.6803,4
Jeffery Blvd & 91st St,casual,41.729740280883817,-87.575899981747952,6
Marshfield Ave & 59th St,casual,41.78681701515152,-87.666197537878787,22
State St & 123rd St,casual,41.670675204097755,-87.622723832080425,9
Prospect Sq & 91st St,member,41.728033710256405,-87.6675978423077,26
Vincennes Ave & 104th St,casual,41.704955250000005,-87.657039527777769,6
Halsted St & 111th St,casual,41.692294114837225,-87.64269982408193,15
Loomis Blvd & 84th St,member,41.741534870650455,-87.65840363522,6
Kostner Ave & Lake St,member,41.885917683333332,-87.7353691,10
Carpenter St & 63rd St,member,41.779879000000008,-87.6509133,10
Hale Ave & 107th St,casual,41.699205194444446,-87.668867805555564,6
Western Ave & 111th St,casual,41.6912494780524,-87.681313921419559,6
Western Ave & 104th St,member,41.704554666666667,-87.681140666666664,1
Elizabeth St & 59th St,member,41.7866955,-87.6558795,8
Halsted St & 96th St,member,41.719719197741405,-87.642920643475861,7
Laramie Ave & Kinzie St,member,41.887822857142858,-87.755519285714286,21
Homewood Ave & 115th St,member,41.684615968453173,-87.670749166886651,3
Clyde Ave & 87th St,casual,41.737154244522692,-87.572735475450173,13
Commercial Ave & 130th St,casual,41.659147439631106,-87.550766838460518,21
Ashland Ave & 73rd St,casual,41.761225895811442,-87.663361834068283,7
Wentworth Ave & 104th St,casual,41.705327287878788,-87.629050121212117,11
Greenwood Ave & 97th St,member,41.718707015151516,-87.5969942121212,11
Cottage Grove Ave & 111th Pl,member,41.691698003388062,-87.609973692277009,5
Burnham Greenway & 105th St,member,41.704593073642151,-87.52830351809402,7
Bennett Ave & 79th St,member,41.751786805555554,-87.578491805555558,6
Constance Ave & 95th St,member,41.722232930714469,-87.578975179292684,4
Halsted St & 78th St,member,41.752495507494082,-87.643859661159411,5
Avenue O & 118th St,member,41.681064666666664,-87.53796233333334,1
Marshfield Ave & 59th St,member,41.786827083333336,-87.666190916666665,4
Stewart Ave & 63rd St (*),member,41.7798,-87.6348,4
Torrence Ave & 106th St,casual,41.702872458333331,-87.559902541666673,8
Halsted St & 111th St,member,41.692293916666664,-87.642690791666666,4
N Carpenter St & W Lake St,casual,41.89,-87.65,1
Torrence Ave & 126th Pl,member,41.666312008257258,-87.557215690612779,1
Damen Ave & 51st St,member,41.800904,-87.674692,6
Major Taylor Trail & 124th St,casual,41.668704895551933,-87.637191555360573,3
Ashland Ave & 73rd St,member,41.761225817670031,-87.6633617096195,1
Elizabeth St & 92nd St,member,41.726798963701185,-87.654290199279785,3
Stewart Ave & 63rd St (*),casual,41.779821,-87.634784399999987,5
Michigan Ave & 114th St,member,41.686998875,-87.621145958333329,4
MTL-ECO5.1-01,casual,41.9171,-87.7482,1
Racine Ave & 61st St,member,41.7832,-87.6544,2
Dodge Ave & Main St,member,42.034728467474608,-87.699173931323372,4
Eggleston Ave & 69th St (*),casual,41.768898,-87.635876,1
Wentworth Ave & 104th St,member,41.705362083333327,-87.628880250000009,2
Major Taylor Trail & 124th St,member,41.66873,-87.637205166666661,1
Lawndale Ave & 111th St,casual,41.691320047619051,-87.712825285714288,7
N Green St & W Lake St,member,41.89,-87.65,1
N Green St & W Lake St,casual,41.89,-87.65,2
Base - 2132 W Hubbard Warehouse,casual,41.8900775,-87.680312666666666,1
Hegewisch Metra Station,member,41.648500762664092,-87.546089887619019,2
Oglesby Ave & 100th St,member,41.713349242211223,-87.565845170735685,2
Eberhart Ave & 131st St,member,41.6579545,-87.610786833333336,1
Hegewisch Metra Station,casual,41.648501,-87.54609,1
Torrence Ave & 106th St,member,41.702800850225906,-87.559726238250732,1
