end_station_name,member_casual,end_lat,end_lng,total_trips
State St & 33rd St,casual,41.834743333169463,-87.625798358570933,1017
Commercial Ave & 83rd St,casual,41.744613845454545,-87.551206387878779,165
South Shore Dr & 67th St,member,41.773644376152831,-87.567518016139658,506
Ashland Ave & Wrightwood Ave,member,41.928815357825357,-87.66847578769908,3035
Benson Ave & Church St,member,42.048201060440363,-87.6834896547098,2286
Rockwell St & Eastwood Ave,casual,41.965894012671946,-87.693629247923369,585
Kedzie Ave & Lake St,member,41.884591401451175,-87.706201380651521,546
Sheffield Ave & Webster Ave,casual,41.9215581162103,-87.65380717422417,4565
Logan Blvd & Elston Ave,casual,41.929462982779512,-87.68414849498096,1926
Orleans St & Chestnut St (NEXT Apts),member,41.89819461167918,-87.6375075851419,4792
Western Ave & Fillmore St,member,41.868631499542623,-87.686084065587266,1822
Larrabee St & Armitage Ave,member,41.9180771651834,-87.643738515271053,4944
University Library (NU),member,42.052923524254744,-87.673428952574525,1230
Sheffield Ave & Waveland Ave,casual,41.949360039134589,-87.654508698615956,6286
Western Ave & Congress Pkwy,member,41.874713495697634,-87.686322403714271,1455
Lincoln Park Conservatory,casual,41.923938030195636,-87.63582887436516,5949
Halsted St & Willow St,casual,41.913856463343684,-87.648757463990165,2578
Paulina Ave & North Ave,member,41.910329959041185,-87.67007631521993,4297
Ridge Blvd & Howard St,casual,42.01927629012345,-87.6845119537037,216
Michigan Ave & Lake St,casual,41.886018229223957,-87.624152390864552,10545
Ogden Ave & Roosevelt Rd,member,41.866508664340039,-87.684671883191683,1200
California Ave & Byron St,casual,41.952140444892215,-87.6980310981088,910
Halsted St & 21st St,casual,41.85375534906597,-87.646600712806148,418
Carpenter St & Huron St,member,41.894573944254354,-87.6534199756202,4676
Kedzie Ave & Harrison St,member,41.873602549344859,-87.704882090399991,88
Wood St & Taylor St (Temp),casual,41.8692772301002,-87.673852933311153,147
Western Ave & 21st St,member,41.854108783735484,-87.685803712243086,1119
Halsted St & North Branch St,casual,41.899367296801678,-87.64847857930782,413
Halsted St & 18th St,casual,41.85750491775741,-87.646251168193686,764
Halsted St & 18th St,member,41.857503766876967,-87.646272301051511,1585
Western Ave & 28th St,member,41.841515902379271,-87.685123155216672,224
Calumet Ave & 18th St,member,41.857623727793182,-87.619416893321954,4687
Loomis St & Lexington St,casual,41.872198711591672,-87.661466982161073,2289
Sheffield Ave & Wrightwood Ave,casual,41.928708072082287,-87.653828250926551,4407
Western Ave & 24th St,member,41.848497834736854,-87.685073622456144,475
Kedzie Ave & Roosevelt Rd,casual,41.866498611651977,-87.706493613273878,208
Ashland Ave & 13th St,member,41.865237924093222,-87.666506075824728,2031
Washtenaw Ave & Ogden Ave,member,41.861934408721076,-87.693434534569136,603
Michigan Ave & Jackson Blvd,casual,41.877853725057463,-87.624082585938723,4350
Throop (Loomis) St & Taylor St,member,41.868970460029068,-87.659117930050868,2752
LaSalle St & Washington St,casual,41.882713725727065,-87.632556768903811,2235
Cityfront Plaza Dr & Pioneer Ct,casual,41.890548183966338,-87.622083677675548,4239
Kedzie Ave & Chicago Ave,casual,41.89544029437009,-87.705965343350783,409
Aberdeen St & Randolph St,casual,41.88411831490712,-87.654267898278221,2207
Morgan St & Lake St,casual,41.885501968507093,-87.652274812395845,4998
Damen Ave & Pierce Ave,casual,41.909398955766527,-87.67768500388722,6437
Western Ave & Walton St,casual,41.898417814386946,-87.686562976389922,1788
Western Ave & Monroe St,member,41.879784615890379,-87.6860972986816,1251
Archer (Damen) Ave & 37th St,member,41.826708316590562,-87.6831265327245,219
Ritchie Ct & Banks St,member,41.906854862157765,-87.626260668952639,6343
Ritchie Ct & Banks St,casual,41.90685798549827,-87.626258956494809,4034
Clark St & Columbia Ave,casual,42.004457438320593,-87.672395257331388,550
Montrose Harbor,member,41.963973295362727,-87.638195294073412,7756
Wells St & Evergreen Ave,member,41.906716396555694,-87.6348424547565,10123
Lake Shore Dr & Belmont Ave,casual,41.94078,-87.639199725911823,8673
Loomis St & Archer Ave,member,41.841626291658088,-87.657427353585476,812
Marshfield Ave & 44th St,member,41.814016089743589,-87.666604919871787,52
Kimbark Ave & 53rd St,member,41.799591081485787,-87.594735175580169,5142
MLK Jr Dr & 47th St,member,41.809854422181367,-87.616279175245083,272
Stewart Ave & 63rd St,member,41.7798392037037,-87.634762333333342,18
Ashland Ave & Blackhawk St,member,41.907074026410541,-87.667260200159362,5648
Morgan St & 31st St,casual,41.837803421581768,-87.651140255808755,746
Greenview Ave & Diversey Pkwy,member,41.932593303843817,-87.66591747143714,2554
Milwaukee Ave & Wabansia Ave,member,41.912613819120466,-87.681394824118939,6602
Ravenswood Ave & Berteau Ave,member,41.9579130886564,-87.673567915657131,1816
Glenwood Ave & Morse Ave,casual,42.007971696394428,-87.665496022340491,1524
Clinton St & Roosevelt Rd,casual,41.867120637355306,-87.641082738552214,2223
Indiana Ave & 26th St,member,41.84569501829565,-87.622501924689985,2742
Clark St & North Ave,casual,41.911978557871237,-87.631941072385544,5374
Dearborn St & Monroe St,casual,41.881285262448479,-87.629537970199081,3769
Racine Ave & 35th St,member,41.830715162845685,-87.655980678721775,450
St. Louis Ave & Balmoral Ave,casual,41.98039246409428,-87.716111087222615,548
Morgan Ave & 14th Pl,casual,41.862386109803921,-87.651072461764713,850
Wood St & Hubbard St,casual,41.889894534153,-87.671471315573783,854
Union Ave & Root St,casual,41.819107800200804,-87.643281025100393,166
Halsted St & 21st St,member,41.853765877985396,-87.646608643947573,668
Mies van der Rohe Way & Chestnut St,casual,41.898581059599891,-87.6219458011035,5301
Paulina St & 18th St,member,41.857916174485119,-87.668721815789482,2622
Halsted St & Archer Ave,member,41.8472109354231,-87.646800479273722,973
State St & 35th St,member,41.831035477664749,-87.627206509866625,1760
Ogden Ave & Chicago Ave,member,41.896367155456858,-87.654063620958681,5559
Aberdeen St & Monroe St,casual,41.880424547907374,-87.655497545889091,1569
Western Ave & 24th St,casual,41.8485086114754,-87.685068946994534,305
Ashland Ave & 13th St,casual,41.865276933613451,-87.666507810084028,595
Leavitt St & North Ave,member,41.910311333954418,-87.682319860971518,2947
Clinton St & Jackson Blvd,member,41.87810010470605,-87.639828374823,5134
Throop St & Taylor St,member,41.868937143208662,-87.6591247878937,1016
Emerald Ave & 28th St,member,41.843604734963655,-87.645371588235292,1513
Damen Ave & Coulter St,casual,41.849199947272723,-87.675635086666674,275
Honore St & Division St,casual,41.903124019926466,-87.673921032647584,3354
Canal St & Taylor St,casual,41.870251756200233,-87.639474647895355,1465
Central Park Ave & Bloomingdale Ave,casual,41.914170959003833,-87.716758067688374,1305
Ogden Ave & Roosevelt Rd,casual,41.86650413397242,-87.6846742223614,463
Laflin St & Cullerton St,member,41.854905222517573,-87.6635799041853,1458
Wilton Ave & Diversey Pkwy,casual,41.93241469881859,-87.652709342610208,4204
Racine Ave & 15th St,member,41.8612764354968,-87.656614025641019,832
Racine Ave & 15th St,casual,41.86127329199735,-87.656606793981467,504
Halsted St & Maxwell St,casual,41.864890336756652,-87.647075410602511,1704
Loomis St & Jackson Blvd,member,41.877932888109044,-87.6620028713254,3277
Morgan St & 18th St,member,41.858090498035359,-87.651081307629326,2036
Jefferson St & Monroe St,member,41.880429110708207,-87.642716648819686,4688
May St & Cullerton St,member,41.85514512539234,-87.654110386220964,1062
Kosciuszko Park,casual,41.930586514163217,-87.723739764732585,1176
Wood St & Milwaukee Ave,casual,41.907651411086874,-87.672549224500173,4585
Stockton Dr & Wrightwood Ave,casual,41.931303918582095,-87.638739088432828,6700
Southport Ave & Irving Park Rd,member,41.954165347323972,-87.664354293498178,3276
Michigan Ave & Oak St,casual,41.900974307683342,-87.62378482607356,13567
Clark St & Elmdale Ave,casual,41.990451806873139,-87.669782358062534,933
Orleans St & Elm St,casual,41.902893589437362,-87.6376949302017,1256
Orleans St & Elm St,member,41.902911746885067,-87.637707363922729,2381
Clark St & Chicago Ave,casual,41.896755434319005,-87.63088803189963,3720
Troy St & Elston Ave,member,41.9452148394913,-87.706634955465091,1332
State St & Pearson St,casual,41.8974517649597,-87.628706147558063,3515
Southport Ave & Belmont Ave,casual,41.93930186389737,-87.663785173121269,2785
Bissell St & Armitage Ave,member,41.918425079262384,-87.652210491741059,9969
Larrabee St & Division St,member,41.903491845184575,-87.643363111849723,6311
Halsted St & Wrightwood Ave,member,41.929134364287556,-87.649090484770269,7748
Kingsbury St & Kinzie St,casual,41.889208025590086,-87.638498396919218,4884
Clinton St & Washington Blvd,casual,41.883400003412596,-87.641164653786888,1514
Stave St & Armitage Ave,casual,41.91774882247816,-87.691414704262641,1259
Damen Ave & Thomas St (Augusta Blvd),member,41.901309540145384,-87.677412650657544,4081
Desplaines St & Kinzie St,casual,41.888703626478751,-87.64443349472414,6074
Larrabee St & Oak St,member,41.9002119395757,-87.642982029279977,4258
Fairbanks St & Superior St,member,41.895726612514494,-87.620130319116484,5463
Fairbanks St & Superior St,casual,41.895731579353118,-87.620117425758352,1989
Racine Ave & Belmont Ave,casual,41.939720844697973,-87.658868746577184,3725
Clark St & Schiller St,member,41.907986700039672,-87.6315029336672,10083
Cannon Dr & Fullerton Ave,casual,41.9267607904015,-87.634427029135381,4479
Orleans St & Chestnut St (NEXT Apts),casual,41.898190778670951,-87.6375247534164,2488
LaSalle Dr & Huron St,member,41.894891664491993,-87.632283711406885,5748
Clybourn Ave & Division St,casual,41.904593830041165,-87.6405421457819,1620
Cityfront Plaza Dr & Pioneer Ct,member,41.890567403063393,-87.622119932180752,5495
Halsted St & Roscoe St,member,41.943675668274963,-87.6489578782253,9534
Michigan Ave & Pearson St,member,41.897659280775656,-87.623550656648447,4392
Theater on the Lake,member,41.926276477026164,-87.630839766858145,14103
900 W Harrison St,casual,41.874755941632088,-87.64980602074688,1205
Broadway & Wilson Ave,member,41.96521957847289,-87.658138556175814,5195
Larrabee St & Webster Ave,casual,41.921815182270784,-87.64412907306351,7733
Halsted St & Dickens Ave,casual,41.9199389291844,-87.648828269233647,4467
Broadway & Belmont Ave,member,41.940103248014147,-87.645458825992918,8015
Milwaukee Ave & Wabansia Ave,casual,41.912614241379316,-87.681394252132,3596
Kedzie Ave & Palmer Ct,member,41.921501155498966,-87.707283679663021,2552
California Ave & Cortez St,member,41.90037850338728,-87.696696099297455,2657
Broadway & Cornelia Ave,casual,41.945524136314269,-87.6464341192105,6139
Damen Ave & Wellington Ave,member,41.935885985173208,-87.678410000876141,2473
California Ave & Altgeld St,casual,41.926685336720865,-87.697681965582646,1230
California Ave & Altgeld St,member,41.926683521475695,-87.69767328416934,2173
Sheridan Rd & Montrose Ave,casual,41.961656489263589,-87.654620534983422,4626
California Ave & Francis Pl (Temp),casual,41.918452697236575,-87.697377043193342,1285
California Ave & Francis Pl (Temp),member,41.91852926321139,-87.697400191312369,1984
Sacramento Blvd & Franklin Blvd,member,41.890482382330454,-87.702611780423709,370
Troy St & North Ave,member,41.909786495594162,-87.705291519048842,1754
Talman Ave & Addison St,casual,41.94662692141911,-87.694612857234631,743
Western Ave & Roscoe St,member,41.943022901004014,-87.687281270582346,1660
California Ave & Milwaukee Ave,member,41.922682098944968,-87.697138030902465,4676
Racine Ave & Wrightwood Ave,member,41.928885168101452,-87.65896655401275,3601
Sawyer Ave & Irving Park Rd,member,41.95355894138148,-87.7092276074939,653
Kedzie Ave & Palmer Ct,casual,41.92152711766645,-87.707306070204325,1517
Keystone Ave & Fullerton Ave,member,41.924588246147607,-87.727862517031625,411
Clifton Ave & Armitage Ave,casual,41.91820684632372,-87.656923937191479,2566
Theater on the Lake,casual,41.926283319691954,-87.630846434353359,16274
Lake Park Ave & 35th St,casual,41.831270429805038,-87.608778962633423,2647
Pine Grove Ave & Waveland Ave,casual,41.949551499585311,-87.64633643010994,6219
Wells St & Evergreen Ave,casual,41.90671615885968,-87.634854074477786,8027
Wallace St & 35th St,casual,41.830624705828782,-87.641290442167559,366
Franklin St & Jackson Blvd,casual,41.87772479643052,-87.635313084424638,3413
Canal St & Madison St,casual,41.882099359129271,-87.639740582278492,1738
Clark St & Ida B Wells Dr,casual,41.875946419648535,-87.630607530357125,1002
Stetson Ave & South Water St,casual,41.8868005869996,-87.622319329022986,3364
Field Blvd & South Water St,casual,41.886278910244272,-87.617465170934523,3492
Morgan St & 31st St,member,41.837796765350888,-87.65113543023574,1216
State St & Van Buren St,casual,41.877165408709871,-87.627842256038647,2346
California Ave & 26th St,member,41.844080927558181,-87.695299377218745,112
Paulina St & Montrose Ave,casual,41.961523017522893,-87.671401433890864,837
Paulina St & Montrose Ave,member,41.961504799405787,-87.671402914222739,1739
Avondale Ave & Irving Park Rd,member,41.95335046029723,-87.731916624203819,785
Clark St & Wellington Ave,casual,41.936502518360946,-87.647547115684759,5125
Southport Ave & Belmont Ave,member,41.9393183667619,-87.663806225995643,4412
Damen Ave & Leland Ave,member,41.967089940276232,-87.678998497900338,3572
Wilton Ave & Belmont Ave,casual,41.940177722012493,-87.653032814247752,7152
Clarendon Ave & Gordon Ter,member,41.957927529664026,-87.64951443045932,6524
Kedzie Ave & Leland Ave,member,41.966684000268536,-87.7080477688025,724
Kedzie Ave & Leland Ave,casual,41.966687034006696,-87.708061848828947,675
Rockwell St & Eastwood Ave,member,41.965857305610058,-87.6936172046967,1643
Ashland Ave & Belle Plaine Ave,casual,41.95607362557287,-87.668804782920859,1091
Ashland Ave & Belle Plaine Ave,member,41.9560726878307,-87.668802576402115,1575
Broadway & Argyle St,member,41.973796578881633,-87.659667912658122,4137
Campbell Ave & Montrose Ave,member,41.96151757903818,-87.691150555074827,1902
Montrose Harbor,casual,41.963988027616281,-87.638197196391914,5848
Lincoln Ave & Winona St,member,41.974910188235064,-87.692541763519586,1372
Lincoln Ave & Sunnyside Ave,casual,41.962968290178573,-87.6847427718254,1344
Lincoln Ave & Sunnyside Ave,member,41.9629947123639,-87.684776416614312,3184
Ravenswood Ave & Berteau Ave,casual,41.957925314759038,-87.673577350401615,664
Kedzie Ave & Milwaukee Ave,casual,41.929571674569964,-87.707860788044314,4302
Clark St & Grace St,casual,41.950781806043743,-87.659169620875034,4495
Clark St & Grace St,member,41.950792899864794,-87.659180234719187,5917
Broadway & Ridge Ave,member,41.98402841364593,-87.660271617023312,3617
Clarendon Ave & Leland Ave,member,41.967972580447032,-87.650000107139576,3609
Racine Ave & Belmont Ave,member,41.939694406130272,-87.65886076576659,5481
Damen Ave & Foster Ave,member,41.975587629567727,-87.679462566477142,2392
Monticello Ave & Irving Park Rd,casual,41.95400973481383,-87.719103778094208,454
Western Ave & Leland Ave,member,41.966497537266285,-87.688413395181172,3624
Damen Ave & Sunnyside Ave,member,41.963268778406032,-87.679271459253272,1857
Clarendon Ave & Junior Ter,member,41.961001829276128,-87.649593399211909,5710
Lakefront Trail & Wilson Ave,casual,41.965820737605753,-87.645377324017559,3113
Sheridan Rd & Montrose Ave,member,41.9616587196758,-87.654629884153167,7156
Ravenswood Ave & Lawrence Ave,member,41.969085864833033,-87.674211892799434,7217
Ravenswood Ave & Irving Park Rd,member,41.954682235787907,-87.67392299957497,3137
Clark St & Winnemac Ave,member,41.973317443747327,-87.668016121418091,5580
Broadway & Berwyn Ave,member,41.97836035102538,-87.659765608620077,4795
Sheridan Rd & Buena Ave,member,41.958481406779669,-87.654973698945383,4425
Pine Grove Ave & Waveland Ave,member,41.949499361205021,-87.646353888108763,10480
Wolcott (Ravenswood) Ave & Montrose Ave,member,41.961409022240431,-87.676180004918024,3050
Wolcott (Ravenswood) Ave & Montrose Ave,casual,41.96141171118439,-87.676180159521849,1213
Keystone Ave & Montrose Ave,casual,41.961011418173605,-87.728842846641939,604
Clark St & Leland Ave,member,41.967077345101593,-87.66739739512505,4971
Leavitt St & Lawrence Ave,member,41.968888676865674,-87.684000228109468,1340
Kedzie Ave & Bryn Mawr Ave,casual,41.982382303000669,-87.708913390632091,501
Clark St & Montrose Ave,casual,41.961600254373522,-87.666073050354612,1410
Sheridan Rd & Loyola Ave,casual,42.001035796465146,-87.661216734706684,2401
Racine Ave & Wrightwood Ave,casual,41.928875710850434,-87.658963514956014,1705
Francisco Ave & Foster Ave,casual,41.975624840309465,-87.701418262000473,936
Greenview Ave & Fullerton Ave,casual,41.925339241273555,-87.6657840882681,2989
Marshfield Ave & Cortland St,member,41.916012620003862,-87.668876312737353,5179
Kedzie Ave & Milwaukee Ave,member,41.929576823841849,-87.70786188402792,5303
Ashland Ave & Chicago Ave,casual,41.8959759297787,-87.667698989632342,1913
Lincoln Ave & Belle Plaine Ave,casual,41.956005463945147,-87.68020956406373,1340
Sedgwick St & North Ave,casual,41.911384365824468,-87.638681840824461,3760
Canal St & Jackson Blvd,casual,41.877234635893984,-87.63937040723269,742
Morgan St & Polk St,casual,41.871770422554356,-87.6510232706824,1104
Clinton St & Tilden St,casual,41.875892718707007,-87.640752197386533,727
Clark St & Wrightwood Ave,casual,41.929523515020662,-87.643116099386134,6136
Lake Park Ave & 53rd St,member,41.799537178727334,-87.586469151099877,2042
Campbell Ave & North Ave,member,41.910521402294748,-87.6895645654954,2789
LaSalle St & Adams St,casual,41.8793424455487,-87.631938537743466,946
Rhodes Ave & 32nd St,member,41.836319470725705,-87.613521246863471,1355
Michigan Ave & Ida B Wells Dr,casual,41.876237321934241,-87.624421753419725,2778
Michigan Ave & Ida B Wells Dr,member,41.876231408211304,-87.62442060259761,1912
Fort Dearborn Dr & 31st St,casual,41.838572517945067,-87.60821592397815,5619
Dearborn St & Adams St,casual,41.879330958611519,-87.629754871889588,1510
Sheffield Ave & Kingsbury St,member,41.91053394111232,-87.653111247687733,8253
Greenview Ave & Jarvis Ave,casual,42.015968939013646,-87.66858660810216,757
Washtenaw Ave & Lawrence Ave,casual,41.968961193186217,-87.69603641734416,861
Campbell Ave & North Ave,casual,41.910519733835343,-87.68950512168675,1660
Ashland Ave & Archer Ave,casual,41.839195173937107,-87.66561258205887,342
Ashland Ave & Wrightwood Ave,casual,41.928829196428573,-87.6684953985682,2072
Maplewood Ave & Peterson Ave,casual,41.990223578910765,-87.693374260067444,423
Broadway & Wilson Ave,casual,41.965220610783291,-87.658143267788958,2881
Damen Ave & Melrose Ave,casual,41.940598417815487,-87.678508590491333,943
Field Blvd & South Water St,member,41.886300049888014,-87.617479691957257,5580
Leavitt St & Chicago Ave,member,41.895504057973831,-87.681986390205992,2573
Noble St & Milwaukee Ave,member,41.900676672452967,-87.6625929627263,4695
Damen Ave & Coulter St,member,41.849203025502881,-87.675636965876436,464
California Ave & Montrose Ave,casual,41.961079016654608,-87.695395369780343,1381
Wood St & Chicago Ave,member,41.895634740722741,-87.672059516609963,2057
Spaulding Ave & Armitage Ave,member,41.917103760033974,-87.710213720184214,1467
Jefferson St & Monroe St,casual,41.880410122522029,-87.642732990730551,1816
Leavitt St & Belmont Ave,casual,41.939352109452734,-87.683253397180778,804
Marine Dr & Ainslie St,casual,41.971581101718293,-87.6501476377315,3744
Clark St & Randolph St,casual,41.884620862055762,-87.631870536061385,3420
Wabash Ave & Adams St,member,41.8794907518227,-87.625729975921459,4083
Stockton Dr & Wrightwood Ave,member,41.931309564073359,-87.638733734519676,9216
Woodlawn Ave & Lake Park Ave,member,41.814153362666609,-87.5970260406263,816
Clarendon Ave & Gordon Ter,casual,41.957917560873454,-87.649516267258747,3168
Albany Ave & Bloomingdale Ave,member,41.914013713846494,-87.705110584865125,1505
Cottage Grove Ave & 47th St,member,41.809865137797622,-87.606765326785734,560
Mies van der Rohe Way & Chicago Ave,casual,41.896921228925876,-87.621749107181387,4326
Orleans St & Merchandise Mart Plaza,casual,41.888205488167387,-87.636386435064935,2310
Larrabee St & Kingsbury St,casual,41.897743552782252,-87.642887881642508,1863
Wentworth Ave & 33rd St,casual,41.834527232835,-87.631823715638646,252
Shedd Aquarium,member,41.867185494708465,-87.615357436817035,3577
Burling St (Halsted) & Diversey Pkwy (Temp),member,41.933125202074756,-87.647773611796993,5832
Racine Ave & Washington Blvd,casual,41.883064864059591,-87.656942340083788,716
Franklin St & Adams St (Temp),casual,41.879402228580986,-87.635449648957831,1954
Clarendon Ave & Leland Ave,casual,41.967958853185181,-87.649987350888892,2250
Clark St & Bryn Mawr Ave,casual,41.983587327915679,-87.66915655476754,1692
Sheridan Rd & Irving Park Rd,casual,41.954225355385233,-87.654422535971207,3197
Clark St & Drummond Pl,casual,41.931230756526276,-87.644320850663618,6078
Clark St & Drummond Pl,member,41.9312432754154,-87.644325189238288,11194
Cannon Dr & Fullerton Ave,member,41.926772687234177,-87.63442851193291,2696
Damen Ave & Chicago Ave,casual,41.895761002800135,-87.677199439155288,2857
Canal St & Harrison St,casual,41.874283475499666,-87.63957862185687,517
Sedgwick St & Webster Ave,member,41.922192252111088,-87.638906590398776,6829
Clark St & North Ave,member,41.9119760490707,-87.631942298042944,5757
Pine Grove Ave & Irving Park Rd,casual,41.954367221505379,-87.648031251231316,4805
MLK Jr Dr & 47th St,casual,41.809857461868035,-87.616282034704383,778
MLK Jr Dr & 29th St,member,41.842043885100729,-87.616992565336375,4385
State St & Pershing Rd,casual,41.823015496011614,-87.62657329449047,175
MLK Jr Dr & Pershing Rd,casual,41.824595175990687,-87.6167818498446,858
Prairie Ave & 43rd St,casual,41.816678687664222,-87.619410850119507,668
State St & 54th St,casual,41.796621296296294,-87.625903336182333,117
Halsted St & 47th Pl,member,41.808143981806957,-87.6456191780037,271
Cornell Ave & Hyde Park Blvd,casual,41.802504008637236,-87.5869674425784,3126
Cottage Grove Ave & Oakwood Blvd,member,41.822964481790926,-87.6070742272922,778
Austin Blvd & Lake St,casual,41.887915400990096,-87.774441156215616,303
MLK Jr Dr & 63rd St,casual,41.780082585007605,-87.61593901238281,196
Lake Park Ave & 47th St,casual,41.8095413289792,-87.591935122157722,1378
Ellis Ave & 53rd St,casual,41.799331283943637,-87.600966307340371,1159
Cottage Grove Ave & 51st St,member,41.803021664791366,-87.60660868284107,711
Lincoln Ave & Roscoe St,casual,41.943336231918245,-87.670950929441815,2544
Damen Ave & Cortland St,member,41.915978639771723,-87.6773115542313,5286
Ellis Ave & 55th St,member,41.794297539485889,-87.601463705391055,3639
Racine Ave & Randolph St,member,41.8840946890651,-87.656867921953236,2396
Ashland Ave & Grace St,casual,41.950676189443449,-87.668710611804329,1683
Spaulding Ave & Armitage Ave,casual,41.917111322675936,-87.7102017020381,1149
Leavitt St & Addison St,member,41.946631748865627,-87.683326028970342,955
Ashland Ave & Augusta Blvd,casual,41.899632148809516,-87.667763122416915,1484
Winchester (Ravenswood) Ave & Balmoral Ave,member,41.979765523042929,-87.67750143671087,1056
Clark St & Newport St,casual,41.944525821112485,-87.654684664215708,4896
Spaulding Ave & Division St,member,41.902706544873872,-87.70920057161,1088
Larrabee St & North Ave,casual,41.91020996443342,-87.64350000124071,1612
Halsted St & Wrightwood Ave,casual,41.929138389211886,-87.6490870982316,4128
Eastlake Ter & Rogers Ave,casual,42.020885149263478,-87.665072964373749,948
Ellis Ave & 60th St,member,41.785112743720504,-87.601083226613568,3893
Broadway & Berwyn Ave,casual,41.978358345152721,-87.65975329043826,2510
Broadway & Waveland Ave,casual,41.94907706093008,-87.648630426849977,4910
Broadway & Argyle St,casual,41.973804829361825,-87.6596570895645,2434
Drake Ave & Montrose Ave,member,41.961177359242861,-87.716483557146617,501
Clark St & Winnemac Ave,casual,41.973314722367896,-87.6680228754592,2276
Clark St & Bryn Mawr Ave,member,41.983568590932308,-87.6691496638144,3915
Oakley Ave & Irving Park Rd,member,41.954325504971422,-87.686082341723946,1192
Dayton St & North Ave,casual,41.910575479909625,-87.6494183685979,2739
Western Ave & Granville Ave,member,41.994174971517673,-87.689387276712708,782
Winthrop Ave & Lawrence Ave,member,41.968811929827886,-87.657663152113372,2634
Pine Grove Ave & Irving Park Rd,member,41.954370730273851,-87.648044404771056,7790
Lakefront Trail & Bryn Mawr Ave,member,41.983998646863363,-87.652298704559158,9236
Halsted St & North Branch St,member,41.899369506698335,-87.648484137195069,972
Broadway & Thorndale Ave,member,41.989716475356083,-87.6601194309256,3064
Eckhart Park,member,41.896378292303979,-87.660985287614281,4974
Francisco Ave & Foster Ave,member,41.975610294850675,-87.701334229627321,1136
Jeffery Blvd & 67th St,casual,41.773515939191491,-87.577154350050648,655
Cottage Grove Ave & 63rd St,casual,41.780631051501047,-87.606072115242767,340
Stony Island Ave & 67th St,casual,41.773638963317325,-87.5853204155676,429
Perry Ave & 69th St,casual,41.769292739822461,-87.62819728709421,69
63rd St Beach,casual,41.781041975085728,-87.5761243296097,1478
Exchange Ave & 79th St,casual,41.751729002469133,-87.552810934567916,135
Halsted St & 35th St,casual,41.830719221887541,-87.647166380187414,498
Damen Ave & Pershing Rd,member,41.823192998456783,-87.67660185725309,216
Calumet Ave & 33rd St,casual,41.834898711586455,-87.617911858467025,935
Ashland Ave & Pershing Rd,member,41.823477733140656,-87.665586437379574,173
Calumet Ave & 35th St,casual,41.831405676558752,-87.618005286570749,556
Halsted St & 37th St,casual,41.827091102040804,-87.6456604360544,245
Wentworth Ave & 35th St,casual,41.830786696666657,-87.632508825,200
University Ave & 57th St,casual,41.791517739704972,-87.599880015877915,1627
Emerald Ave & 28th St,casual,41.843584756505585,-87.6453834628253,538
Ashland Ave & Archer Ave,member,41.839199112940534,-87.66560887597106,340
May St & Cullerton St,casual,41.855140254281956,-87.654135124725514,759
Wallace St & 35th St,member,41.830646571737788,-87.641309065708114,1078
Damen Ave & Leland Ave,casual,41.967091182815935,-87.679024972405145,1063
MLK Jr Dr & 29th St,casual,41.842067369516407,-87.616982630829014,1930
Field Museum,member,41.865307463678967,-87.6178870209432,1138
Orleans St & Hubbard St,casual,41.8900141369606,-87.636607784031682,1599
State St & 29th St,casual,41.841707780208331,-87.626936589236109,480
Museum of Science and Industry,casual,41.79179814126158,-87.583964181738935,1859
Emerald Ave & 31st St,casual,41.83820136131687,-87.645096436625508,810
Stave St & Armitage Ave,member,41.917718029465476,-87.691364573207181,2008
Rhodes Ave & 32nd St,casual,41.836290606600471,-87.613508080412771,1712
Calumet Ave & 21st St,member,41.854206433137016,-87.619164660797821,1234
Clinton St & Polk St,casual,41.871477645710137,-87.640939863967347,291
Woodlawn Ave & 55th St,casual,41.795269038798658,-87.59646383913379,1293
New St & Illinois St,casual,41.8908145983429,-87.618638803422925,620
Greenview Ave & Diversey Pkwy,casual,41.932593053729704,-87.666002792577359,1577
MLK Jr Dr & Pershing Rd,member,41.824642746726191,-87.616811011458353,1120
Calumet Ave & 33rd St,member,41.834896898155733,-87.617926049248652,2440
DuSable Museum,member,41.791576272464788,-87.607867526161556,508
Woodlawn Ave & Lake Park Ave,casual,41.814096563614584,-87.597009068165733,1022
Wentworth Ave & 33rd St,member,41.834522310575885,-87.631817663267356,581
Calumet Ave & 35th St,member,41.831416334111239,-87.618016704006223,857
Western Ave & 28th St,casual,41.841511094182756,-87.685120707997072,57
Indiana Ave & 31st St,casual,41.838832673649392,-87.621851789783165,907
Indiana Ave & 40th St,member,41.821694871093747,-87.621570212890632,256
Vincennes Ave & 75th St,casual,41.757973846491225,-87.631206118421034,38
Normal Ave & Archer Ave,casual,41.849590682926831,-87.64071564111498,287
Humboldt Blvd & Armitage Ave,member,41.917506483747765,-87.701774754718613,2599
Humboldt Blvd & Armitage Ave,casual,41.917511868495247,-87.701774770144766,1850
Leavitt St & Armitage Ave,member,41.9177947150838,-87.68242411725636,2685
Damen Ave & Cortland St,casual,41.915986514559279,-87.677313653439953,3377
Central Park Ave & Bloomingdale Ave,member,41.914174159454191,-87.716762445029232,855
California Ave & Milwaukee Ave,casual,41.922688787988982,-87.697147167107431,3025
Western Ave & Winnebago Ave,casual,41.915522952380954,-87.687015625707659,2002
California Ave & Montrose Ave,member,41.961065422688954,-87.695424667645284,2214
