start_station_name,member_casual,start_lat,start_lng,total_trips
Western Ave & Monroe St,casual,41.87979092210562,-87.686103627587713,705
Wabash Ave & Adams St,casual,41.879478567515541,-87.625694997511175,3965
Leavitt St & Lawrence Ave,member,41.968892517087674,-87.684005772040621,1346
Princeton Ave & 47th St,casual,41.809314557213924,-87.6334425584577,134
Clark St & Schreiber Ave,member,41.9992648683387,-87.671381664412877,1542
Prairie Ave & 43rd St,member,41.816672355071923,-87.619411586558883,372
Prairie Ave & 43rd St,casual,41.816669237453695,-87.6194116864793,666
Sheridan Rd & Buena Ave,member,41.958496488837319,-87.654984361442672,4524
California Ave & Division St,member,41.903019819139537,-87.697485548448142,2642
Shields Ave & 43rd St,member,41.816204833333337,-87.634812666666662,6
Shields Ave & 43rd St,casual,41.81620068137255,-87.634784892156844,34
Southport Ave & Clark St,member,41.957089012990075,-87.6641989208786,2117
California Ave & Milwaukee Ave,member,41.922690762665233,-87.697163485816347,4665
Kedzie Ave & Bryn Mawr Ave,casual,41.982387235648083,-87.708915743616842,487
Francisco Ave & Foster Ave,casual,41.975628217169188,-87.701417596102516,898
Western Ave & Division St,member,41.902897512490817,-87.687303150869482,2722
Lake Park Ave & 53rd St,member,41.799506774993354,-87.586447730679765,2124
Morgan St & 18th St,member,41.858089044809013,-87.651085719474366,2042
State St & Pearson St,casual,41.897443671250919,-87.62872476447896,3672
Seeley Ave & Roscoe St,casual,41.943398915936584,-87.679624477054645,1598
McCormick Place,member,41.851393193456175,-87.618824115590016,1036
Damen Ave & Leland Ave,casual,41.967096012656427,-87.679028361348117,1172
Racine Ave & Randolph St,casual,41.884073702542366,-87.656873216384184,1180
Ogden Ave & Race Ave,casual,41.891796471349487,-87.658769744314753,2228
Damen Ave & Pershing Rd,member,41.823193867003361,-87.676599337542086,198
Damen Ave & Pershing Rd,casual,41.823193233169128,-87.676598511083739,406
South Shore Dr & 71st St,casual,41.766408208690379,-87.565692048901582,1135
Wood St & Augusta Blvd,casual,41.899182186023125,-87.672198186148819,1326
Buckingham Fountain,casual,41.876505393384456,-87.620534824406988,9578
Wabash Ave & 87th St,member,41.736625286324774,-87.622622927350449,78
Calumet Ave & 33rd St,casual,41.834889565899587,-87.617919605474185,956
Central Ave & Chicago Ave,member,41.894966958188157,-87.764906422183515,287
Spaulding Ave & Division St,casual,41.902708541344111,-87.709221477291948,733
St. Louis Ave & Balmoral Ave,member,41.980392126539307,-87.716108855310424,371
State St & Van Buren St,member,41.877178569765256,-87.627832208544589,3550
Shields Ave & 31st St,casual,41.838463084527227,-87.635402588825229,349
Wolcott (Ravenswood) Ave & Montrose Ave,casual,41.961408077235767,-87.676184067011576,1353
Union Ave & Root St,casual,41.819110662087908,-87.6432824908425,182
Michigan Ave & 71st St,casual,41.765289578703708,-87.621731435185168,36
Michigan Ave & 71st St,member,41.76528734375,-87.621745027777763,48
California Ave & Division St,casual,41.903022694152511,-87.697482932767471,1237
Wood St & Chicago Ave (*),member,41.89560069505962,-87.672099366269151,587
Wood St & Chicago Ave (*),casual,41.8956,-87.6721,42
Woodlawn Ave & 55th St,member,41.795279836604053,-87.596480158107155,2395
Clark St & Lunt Ave,member,42.009084412212651,-87.674202780747152,1160
Lincoln Ave & Addison St,member,41.946182327448632,-87.673305637741876,1671
Blackstone Ave & Hyde Park Blvd,member,41.802570289337048,-87.590367299520764,2504
California Ave & Lake St,member,41.884471142052433,-87.696298122247512,383
Clark St & Jarvis Ave,member,42.015976691143742,-87.675001663996426,749
Clark St & Jarvis Ave,casual,42.015972683068782,-87.675002002645513,315
Lake Park Ave & 35th St,member,41.831281279170739,-87.608797811520446,1309
Damen Ave & Charleston St,casual,41.920082737786935,-87.677872887482835,1699
Dayton St & North Ave,casual,41.910584708526393,-87.649418069208821,2647
Wolcott Ave & Fargo Ave,casual,42.016973869863016,-87.677722484018275,219
Wolcott Ave & Fargo Ave,member,42.016980864583338,-87.677719566287877,176
Smith Park (*),member,41.8920075,-87.689399531250018,96
Seeley Ave & Garfield Blvd,member,41.794097019379841,-87.675487779069783,43
Sedgwick St & Schiller St,member,41.907617576473349,-87.6385634407546,2138
Leavitt St & Division St,member,41.90299610052702,-87.683810115678526,1265
Ashland Ave & 13th St,member,41.865229948237889,-87.666507036435391,1816
Central Park Ave & North Ave,member,41.90966705274375,-87.716624559119808,542
Washtenaw Ave & Lawrence Ave,member,41.968941135599422,-87.696048705774842,1824
Milwaukee Ave & Grand Ave,casual,41.891589561388749,-87.648369167147209,4162
Winchester Ave & Elston Ave,casual,41.924092760232227,-87.676466509980742,919
Elizabeth (May) St & Fulton St,casual,41.886605986938115,-87.658103725945153,1125
Shore Dr & 55th St,member,41.795211998531123,-87.5807336601421,4879
Delano Ct & Roosevelt Rd,member,41.867494026477239,-87.632193429447838,3097
Wolcott Ave & Polk St,casual,41.871278185686656,-87.673698030303015,1034
Wabash Ave & Adams St,member,41.879485934109418,-87.625699998672758,4105
Drake Ave & Addison St,casual,41.947324556547613,-87.717590451636909,224
Stony Island Ave & South Chicago Ave,casual,41.751173064705895,-87.585337200000012,85
Calumet Ave & 18th St,casual,41.857614541404807,-87.61941207399876,2705
Damen Ave & Grand Ave,casual,41.891285383371169,-87.676875389523317,1018
Archer (Damen) Ave & 37th St,casual,41.826710069696972,-87.68313727348486,440
Valli Produce - Evanston Plaza,member,42.039719707680256,-87.69941755538143,638
Vincennes Ave & 75th St,member,41.757979033333328,-87.631207933333329,20
Greenwood Ave & 47th St,member,41.80982087640858,-87.599378018902215,917
Walsh Park,casual,41.914603358042292,-87.667969483962935,1403
Canal St & Taylor St,casual,41.870249086793336,-87.639476575768242,1421
Talman Ave & Addison St,member,41.946623366003351,-87.694612844834822,1356
Lincoln Ave & Roscoe St,casual,41.943335517518939,-87.670961456980521,2464
Albany Ave & Montrose Ave,casual,41.961030095875138,-87.705869603121513,598
Damen Ave & Cullerton St,casual,41.8550030411262,-87.675800967204779,1006
Michigan Ave & Ida B Wells Dr,casual,41.876235828865511,-87.624424675262972,2947
Blackstone Ave & Hyde Park Blvd,casual,41.802565884302233,-87.590365719752484,2047
McCormick Place,casual,41.85138613902501,-87.6188287445656,862
Fairfield Ave & Roosevelt Rd,casual,41.866622221947196,-87.694518635313528,202
Wabash Ave & Cermak Rd,casual,41.852615778277155,-87.626499145505619,890
63rd St Beach,member,41.7810244411411,-87.576111989793887,871
Orleans St & Hubbard St,casual,41.889996313089618,-87.636620056996847,1696
Spaulding Ave & Division St,member,41.902708191128653,-87.7092187959335,1148
Malcolm X College,casual,41.877613668756524,-87.67389639811914,319
Malcolm X College,member,41.877612554446451,-87.673897673623713,551
South Chicago Ave & 83rd St,member,41.743918300000004,-87.575212444444446,15
Baltimore Ave & 87th St,casual,41.737336498244055,-87.548507489612035,56
Vernon Ave & 75th St,casual,41.758361692592594,-87.614137472222211,90
Clark St & Winnemac Ave,casual,41.973329770765609,-87.668039562633268,2076
Paulina Ave & North Ave,casual,41.910335513523961,-87.670079907135516,2588
Kostner Ave & Adams St,casual,41.877915749999993,-87.735773295977012,58
Kostner Ave & Adams St,member,41.877915430199423,-87.735795962962953,117
LaSalle St & Washington St,member,41.882676412077949,-87.632514653042151,5884
State St & 79th St,member,41.750795660784313,-87.624417615686284,85
DuSable Museum,member,41.791575226831121,-87.607868115832389,512
Austin Blvd & Madison St,casual,41.880285807785882,-87.774467967761552,274
Kedzie Ave & Harrison St,casual,41.873603624542127,-87.704878280219788,91
Campbell Ave & Fullerton Ave,casual,41.9246294244753,-87.689305953967846,1255
Damen Ave & Madison St,casual,41.881379745986784,-87.674924225920677,706
Jeffery Blvd & 71st St,casual,41.766627067882425,-87.576445599281172,478
Halsted St & Polk St,casual,41.871830665828092,-87.6466316580713,795
Wood St & Chicago Ave,casual,41.89563360166288,-87.672086454081622,882
Rainbow Beach,casual,41.757872724177716,-87.5493857704023,290
Rainbow Beach,member,41.757874692556634,-87.5493843640777,103
State St & 95th St,casual,41.721750859259252,-87.62284053055555,72
Greenview Ave & Jarvis Ave,casual,42.01597363849487,-87.668586068360909,846
Clark St & Touhy Ave,member,42.012569367435255,-87.674361654257169,491
Marshfield Ave & 44th St,member,41.814011507936506,-87.666620050264541,63
Emerald Ave & 28th St,casual,41.843584617967323,-87.645386100725929,551
Western Ave & Fillmore St (*),casual,41.8686,-87.6862,9
Burling St & Diversey Pkwy,member,41.933130253299872,-87.647758641754976,1793
Wood St & Hubbard St,member,41.889896860414389,-87.67148656661216,1834
Wood St & Hubbard St,casual,41.889894624491305,-87.671481691823914,901
Calumet Ave & 51st St,casual,41.802292957143351,-87.618063262403652,530
Leavitt St & Addison St,member,41.946653807025982,-87.683370564324662,1039
Cottage Grove Ave & 111th Pl,casual,41.691654269230774,-87.610010942307682,26
Marshfield Ave & Cortland St,member,41.916010375794329,-87.6689019033956,5193
Avers Ave & Belmont Ave,member,41.939405284344218,-87.723578774494555,643
Avondale Ave & Irving Park Rd,casual,41.953393182487126,-87.73199580794703,453
Avondale Ave & Irving Park Rd,member,41.953394173479325,-87.731999189781021,685
Troy St & Elston Ave,member,41.945228497073806,-87.706650362227236,1204
Calumet Ave & 51st St,member,41.802293052631619,-87.618072061095575,293
Kedzie Ave & Palmer Ct,casual,41.921518667119564,-87.7073219406703,1472
Lincoln Park Conservatory,casual,41.923940224859862,-87.635827340593579,6065
Western Ave & Winnebago Ave,casual,41.915525791727376,-87.687021345798911,2059
Clark St & Columbia Ave,member,42.00446625277344,-87.672402317103732,964
Lake Park Ave & 47th St,casual,41.809437111554274,-87.591878573120624,1379
Halsted St & 63rd St,casual,41.779385805492652,-87.644623810499041,172
Chicago Ave & Dempster St,casual,42.041689063440856,-87.680682276164873,930
Museum of Science and Industry,casual,41.791727027287159,-87.583940540724029,1865
Central Park Ave & Ogden Ave,casual,41.854066403239692,-87.7151616857897,279
Central Park Ave & Ogden Ave,member,41.854049372977983,-87.715147343972774,127
St. Louis Ave & Fullerton Ave,casual,41.924831099342022,-87.714494896220785,174
State St & 19th St,casual,41.856590533571,-87.627536007575756,1122
Eastlake Ter & Rogers Ave,casual,42.020890501601741,-87.665062209462377,990
Damen Ave & Foster Ave,casual,41.975614019965349,-87.6794632340349,1249
Kedzie Ave & Foster Ave,member,41.975678476276272,-87.709274110210217,555
Wells St & 19th St,casual,41.8567998948949,-87.633876995495484,999
Racine Ave & Washington Blvd,member,41.88307344154326,-87.656969945700183,1283
Racine Ave & 61st St,casual,41.783189568965518,-87.654373551724149,29
Western Ave & 24th St,casual,41.848475244680849,-87.685115095153677,282
Greenview Ave & Fullerton Ave,casual,41.925335453802028,-87.665803661784452,2731
Clark St & Ida B Wells Dr,casual,41.875923962937655,-87.630630589787415,1147
Hoyne Ave & Balmoral Ave,member,41.979873661764707,-87.68192687020462,782
Millard Ave & 26th St,casual,41.844569257948663,-87.7159417781548,279
Ashland Ave & Archer Ave,casual,41.839190833138659,-87.665613210758252,321
Ashland Ave & Archer Ave,member,41.83919518684101,-87.665605979732689,353
Kosciuszko Park,casual,41.930579894806421,-87.723790681582827,972
Wood St & 35th St,casual,41.830109493859574,-87.670303973413482,361
Francisco Ave & Foster Ave,member,41.975627357237428,-87.701418082162434,1167
Sedgwick St & Webster Ave,casual,41.922173792288561,-87.638899690872577,3484
Burnham Greenway & 105th St,casual,41.704602485765761,-87.5283220772413,29
Cherry Ave & Blackhawk St,casual,41.9072202088889,-87.6556242928889,375
Fort Dearborn Dr & 31st St,member,41.838555285702057,-87.608212451770143,3898
Ada St & 113th St,casual,41.687554192307694,-87.655339769230764,13
Ogden Ave & Chicago Ave,casual,41.896368422911941,-87.65406811666287,2294
Kedzie Ave & Leland Ave,casual,41.966686618305914,-87.708065749803751,692
Kedzie Ave & Leland Ave,member,41.96668815968588,-87.708072866298963,671
Racine Ave & Randolph St,member,41.884080016353678,-87.656885221126757,2130
Austin Blvd & Madison St,member,41.880285145631056,-87.774471862459549,103
Shields Ave & 28th Pl,casual,41.842743511516325,-87.635490949136283,521
Wentworth Ave & 33rd St,member,41.834523629770473,-87.6318178536062,527
Wentworth Ave & 33rd St,casual,41.834525678495808,-87.63182036701636,326
Honore St & Division St,casual,41.90311943837694,-87.673922338073581,3516
Damen Ave & Madison St,member,41.881385353191483,-87.674919587234044,940
Budlong Woods Library,casual,41.983672580118636,-87.696417796072552,505
Christiana Ave & Lawrence Ave,member,41.96836655571235,-87.71182026629981,686
Christiana Ave & Lawrence Ave,casual,41.968359940482827,-87.711823902236986,583
Halsted St & 78th St,casual,41.752501421145581,-87.643846687270525,40
Racine Ave & Wrightwood Ave,casual,41.928890495037962,-87.658977586495439,1713
Lincoln Ave & Belle Plaine Ave,casual,41.956008207413888,-87.68020695094539,1385
Millard Ave & 26th St,member,41.844571661601528,-87.715931995327423,92
Dorchester Ave & 63rd St,member,41.78040556638048,-87.591403866205056,263
Warren Park East,member,42.0045535445024,-87.680666348690863,650
Southport Ave & Wrightwood Ave,member,41.928780923889654,-87.663907004725672,4338
Jeffery Blvd & 91st St,member,41.729734261904767,-87.5758285952381,7
Ashland Ave & Pershing Rd,member,41.823476477355079,-87.665585930253627,184
Cottage Grove Ave & 67th St,member,41.773716202983472,-87.605623072259874,118
South Shore Dr & 67th St,casual,41.773640513011692,-87.56750316988304,1140
Rhodes Ave & 32nd St,casual,41.836249647439793,-87.613517129022455,1647
Drake Ave & Montrose Ave,member,41.961166573937426,-87.716581107638177,583
Drake Ave & Montrose Ave,casual,41.961160657453647,-87.716577707643992,375
Cottage Grove Ave & 43rd St,casual,41.816495156558183,-87.606586476331358,676
Leavitt St & Addison St,casual,41.9466523286809,-87.683368680897644,609
Lake Park Ave & 56th St,casual,41.793240140717508,-87.587787890717507,1914
Ashland Ave & Grand Ave,member,41.891082854905925,-87.666616751411283,2480
Sedgwick St & Huron St,casual,41.894667937474949,-87.638406532531732,2495
Wells St & Walton St,casual,41.899931251397589,-87.634428976843466,2583
Broadway & Ridge Ave,casual,41.98403943511908,-87.660276031371268,2307
California Ave & Montrose Ave,casual,41.961078446016032,-87.695429237034418,1414
Morgan St & Pershing Rd,casual,41.823611605442188,-87.650923479591825,49
Stony Island Ave & 71st St,casual,41.766492601917356,-87.586467071039678,315
Stony Island Ave & 71st St,member,41.766492963414635,-87.586488383468833,123
Monticello Ave & Irving Park Rd,member,41.954002016485717,-87.71909910637973,679
Monticello Ave & Irving Park Rd,casual,41.953999587119135,-87.719099146024774,490
Dorchester Ave & 49th St,member,41.805783894616269,-87.592475689576162,582
California Ave & Byron St,member,41.95217149947883,-87.698067526740658,1167
Wentworth Ave & 35th St,member,41.830787958232932,-87.6325015514056,415
Wentworth Ave & 35th St,casual,41.83078404184397,-87.632502048226954,235
Broadway & Wilson Ave,casual,41.96521402854853,-87.65815721839931,2703
Austin Blvd & Lake St,member,41.887911951704545,-87.77443275,176
Austin Blvd & Lake St,casual,41.887915816441442,-87.774440292792775,296
South Shore Dr & 74th St,member,41.76221664253746,-87.559244050833328,320
Union Ave & Root St,member,41.819124177083339,-87.6432816472538,352
Morgan St & Pershing Rd,member,41.823615129629644,-87.65092294032921,81
Sheridan Rd & Greenleaf Ave,casual,42.010589772466915,-87.662409298889358,1328
Clinton St & Tilden St,casual,41.875883246546962,-87.640788456261518,724
University Library (NU),member,42.05292453699284,-87.673411315168408,1257
Dorchester Ave & 49th St,casual,41.805779398058249,-87.592470787702268,515
Cottage Grove Ave & 63rd St,casual,41.780602076033517,-87.6060945132907,304
Cottage Grove Ave & 63rd St,member,41.780599943950683,-87.606083175390992,211
Woodlawn Ave & Lake Park Ave,member,41.814093302370232,-87.5970057182274,878
Constance Ave & 95th St,member,41.722222809523807,-87.578968357142855,7
Cottage Grove Ave & Oakwood Blvd,member,41.822978921530492,-87.607102284479041,771
Ada St & Washington Blvd,casual,41.882827360987804,-87.661204114687408,1802
Hoyne Ave & Balmoral Ave,casual,41.9798663731884,-87.681935351449283,368
Ellis Ave & 58th St,casual,41.78873067895168,-87.601318091318575,814
Damen Ave & Walnut (Lake) St,member,41.885949477948714,-87.677009927948717,650
LaSalle St & Jackson Blvd,casual,41.878144118175825,-87.631881865000835,2021
State St & 95th St,member,41.721739577777775,-87.622823555555556,15
Stony Island Ave & 82nd St,member,41.746567910493823,-87.585985586419753,108
Elizabeth St & 92nd St,casual,41.726810015072658,-87.65429083598616,112
Paulina St & Howard St,casual,42.019159110227278,-87.673570284848481,440
Yates Blvd & 75th St,member,41.75876199404761,-87.566432505952392,84
Yates Blvd & 75th St,casual,41.758767733527137,-87.566435036821716,172
Halsted St & 73rd St,member,41.761611537037041,-87.644149,9
Harper Ave & 59th St,member,41.787926733447733,-87.5883059045181,1684
MLK Jr Dr & 83rd St,member,41.743111908602145,-87.61480271505377,62
MLK Jr Dr & 83rd St,casual,41.743109212643681,-87.614800709770122,58
Greenwood Ave & 79th St,casual,41.7512923800813,-87.597535003048776,164
St. Louis Ave & Fullerton Ave,member,41.924828663688459,-87.71449675275754,200
Sangamon St & Washington Blvd,casual,41.883143799043054,-87.651101443540668,2090
Indiana Ave & 103rd St,member,41.707166881944445,-87.618406041666674,24
Emerald Ave & 28th St,member,41.843587171915175,-87.645387124035992,1556
Keystone Ave & Fullerton Ave,casual,41.924585915773811,-87.727869285119056,560
Harper Ave & 59th St,casual,41.787935746519345,-87.588309582534791,604
Canal St & Jackson Blvd,casual,41.877241677033489,-87.6393795739633,836
Stony Island Ave & 67th St,casual,41.773464408079633,-87.58533068251208,466
Stony Island Ave & 67th St,member,41.77346452131178,-87.585323171384871,86
Damen Ave & Walnut (Lake) St,casual,41.885948620626152,-87.677012538213617,362
Dodge Ave & Church St,member,42.048307560088553,-87.698274551549645,527
California Ave & Montrose Ave,member,41.96107997875135,-87.6954271375367,2157
Washtenaw Ave & Lawrence Ave,casual,41.9689405655581,-87.696050921253843,872
Western Ave & 28th St,member,41.84151202188265,-87.685121230143849,238
Eberhart Ave & 61st St,member,41.784136023698117,-87.61330517226439,117
Dodge Ave & Mulford St,casual,42.023490415765764,-87.699600784684677,370
Ashland Ave & 66th St,member,41.7740789074074,-87.663780398148148,18
Karlov Ave & Madison St,member,41.8808673963964,-87.72791041891891,37
Warren Park East,casual,42.004553056192634,-87.68067419077191,521
Oakley Ave & Irving Park Rd,casual,41.954324968742931,-87.686078018778147,763
Glenwood Ave & Touhy Ave,casual,42.012712160735475,-87.666060135231319,562
Glenwood Ave & Touhy Ave,member,42.012712058525722,-87.666062691170538,823
May St & Cullerton St,casual,41.855140648843935,-87.65413195953758,692
Spaulding Ave & Armitage Ave,casual,41.917106955653061,-87.710218945071531,1031
Cherry Ave & Blackhawk St,member,41.90721223310554,-87.655613965072149,439
Ashland Ave & Belle Plaine Ave,casual,41.956064647619051,-87.668835640860209,1085
Bernard St & Elston Ave,member,41.949919811320768,-87.713937926493713,424
Western Ave & Granville Ave,casual,41.994171092338483,-87.689432385077183,583
Lincoln Ave & Belmont Ave,casual,41.939369966838079,-87.668367591310655,2528
Pulaski Rd & Eddy St (Temp),member,41.946276915077213,-87.731024987284272,367
Exchange Ave & 79th St,casual,41.751723056372541,-87.552812613970588,136
Wallace St & 35th St,casual,41.830619004468282,-87.641291508489743,373
Southport Ave & Clark St,casual,41.957087666254637,-87.664198183353918,809
Halsted St & 47th Pl,casual,41.808136480099506,-87.645619143656717,268
Central Park Ave & Bloomingdale Ave,member,41.914168187130791,-87.716761425316477,790
Kedzie Ave & Lake St,member,41.884595574436155,-87.706307008434024,529
Sawyer Ave & Irving Park Rd,casual,41.95359524724401,-87.709313212744064,578
Leavitt St & Division St,casual,41.902995704271966,-87.683807114620933,554
Rhodes Ave & 71st St,casual,41.766,-87.61171915789474,38
Jefferson St & Monroe St,casual,41.880409507644536,-87.642734337394486,2093
Elmwood Ave & Austin St,member,42.025789452881611,-87.684102778037385,428
Lincolnwood Dr & Central St,member,42.064859315738964,-87.71530192418426,521
Halsted St & Archer Ave,casual,41.847198536267321,-87.6468024380603,409
Archer (Damen) Ave & 37th St,member,41.826706153679652,-87.683124079365072,231
Clinton St & 18th St,casual,41.857950156596182,-87.6408259498993,662
Cottage Grove Ave & 47th St,casual,41.809861416666656,-87.6067621494253,754
Pulaski Rd & Eddy St (Temp),casual,41.9462738329114,-87.731023501687758,395
Western Ave & Congress Pkwy,casual,41.874723085469427,-87.686423687698692,979
State St & 76th St,casual,41.756989060975613,-87.624611654471536,41
Latrobe Ave & Chicago Ave,casual,41.894740430894309,-87.756895048780464,82
Latrobe Ave & Chicago Ave,member,41.89473608064516,-87.7568965860215,31
Kedzie Ave & Chicago Ave,casual,41.895472352168952,-87.706126759132431,292
Calumet Ave & 71st St,casual,41.765505419642864,-87.616918727678566,112
Laramie Ave & Madison St,member,41.88020790740741,-87.755336201388872,72
Laramie Ave & Madison St,casual,41.880208967320264,-87.755341457516337,153
900 W Harrison St,casual,41.874762122793349,-87.649805517263758,1284
Clinton St & Polk St,member,41.871474107390313,-87.640931149699128,547
Central Ave & Harrison St,casual,41.8729928191057,-87.764497238821136,164
Damen Ave & Clybourn Ave,casual,41.9319211094276,-87.677856458830732,1089
Racine Ave & 35th St,casual,41.830688743103067,-87.656015485750316,322
State St & 29th St,casual,41.841707191685913,-87.626937727097769,433
State St & 29th St,member,41.841705832236833,-87.626925699013157,304
Kedzie Ave & Roosevelt Rd,member,41.86650070682731,-87.706495634538143,83
State St & 33rd St,casual,41.834729154784846,-87.625809612235059,1038
Houston Ave & 92nd St,casual,41.72820363207547,-87.549665059748435,53
Throop St & 52nd St,casual,41.7996628359375,-87.657196117187482,64
Damen Ave & Cullerton St,member,41.855001940776333,-87.675780911627371,1467
Milwaukee Ave & Rockwell St,member,41.920206766389654,-87.692822167160486,2192
Central Park Ave & Elbridge Ave,member,41.935328590824916,-87.716883689701035,873
Wells St & 19th St,member,41.85679987179487,-87.633879940304482,832
Cottage Grove Ave & 67th St,casual,41.773718447502304,-87.605630931887561,166
Elmwood Ave & Austin St,casual,42.025785361530723,-87.684103815709946,331
Damen Ave & 59th St,casual,41.786019677419361,-87.674167532258068,124
Damen Ave & 59th St,member,41.786016000000004,-87.674173599999989,5
Karlov Ave & Madison St,casual,41.88085824226804,-87.72790678006875,97
Cicero Ave & Lake St,casual,41.886835892592593,-87.745270140740729,90
Cicero Ave & Lake St,member,41.8868358627451,-87.745304303921571,17
Sheridan Rd & Loyola Ave,casual,42.00104554244362,-87.6612077931528,2291
Western Ave & Granville Ave,member,41.994177174597084,-87.689430015124131,701
Morgan St & 18th St,casual,41.858086177435517,-87.65108242273979,1331
Winchester Ave & Elston Ave,member,41.924091537484884,-87.6764670455172,1726
Dodge Ave & Mulford St,member,42.023506959338704,-87.699603688561226,373
Oglesby Ave & 100th St,casual,41.71334827239869,-87.5658613938216,50
Hoyne Ave & 47th St,casual,41.808224743781096,-87.677187338308457,134
Hoyne Ave & 47th St,member,41.808225243464058,-87.677203156862745,102
Halsted St & 69th St,member,41.769065029400821,-87.644611962363271,49
Halsted St & 69th St,casual,41.769066370833329,-87.6446137375,40
Kedzie Ave & Foster Ave,casual,41.97567565239634,-87.709269753096407,619
South Shore Dr & 67th St,member,41.773632149487653,-87.567497952380961,553
Morgan St & 31st St,casual,41.837798390740744,-87.651138533333324,720
Keystone Ave & Montrose Ave,casual,41.961103825055972,-87.7289763831076,580
Keystone Ave & Montrose Ave,member,41.9610998069874,-87.728979205612816,291
Elston Ave & Wabansia Ave,casual,41.912919291259882,-87.664174806834055,717
Jeffery Blvd & 76th St,member,41.757119981333823,-87.575838480293484,41
Central St Metra,member,42.063624378662539,-87.698713887969674,967
Central St Metra,casual,42.063621053649953,-87.698719181618273,379
Paulina St & Howard St,member,42.019169933451124,-87.673579366755,1132
Shields Ave & 28th Pl,member,41.842727513671868,-87.6354930045573,512
Phillips Ave & 79th St,member,41.751809524590165,-87.565206043715861,61
Canal St & Harrison St,casual,41.874255180698746,-87.639583819873991,582
Pulaski Rd & Congress Pkwy,member,41.874309503703707,-87.725711255555566,45
South Shore Dr & 74th St,casual,41.762205088558716,-87.55925900402778,480
Cottage Grove Ave & 78th St,casual,41.75317848968254,-87.605022896825389,210
Cottage Grove Ave & 78th St,member,41.753186518518518,-87.605013481481464,27
Ashland Ave & Pershing Rd,casual,41.823469467353952,-87.665582451890032,97
Canal St & Madison St,casual,41.882091796214617,-87.639826981073128,1814
Ashland Ave & Lake St,member,41.885912758131084,-87.667183262093445,2019
Western Blvd & 48th Pl,member,41.80568448393575,-87.683378919678717,83
Lake Park Ave & 47th St,member,41.809431919960467,-87.591881938735185,1012
Halsted St & 21st St,member,41.85376881990485,-87.6466101110955,621
Halsted St & 21st St,casual,41.853756923013918,-87.646598935708425,407
Dodge Ave & Church St,casual,42.048307078392625,-87.698245716073785,253
Ogden Ave & Roosevelt Rd,casual,41.866502389323628,-87.684683662424234,484
Stony Island Ave & 64th St,member,41.778882018678154,-87.586647846264384,116
California Ave & 23rd Pl,casual,41.849110785314885,-87.695137073406613,282
California Ave & 23rd Pl,member,41.849109071306636,-87.695130252577457,692
Calumet Ave & 35th St,casual,41.831383893833618,-87.618029107329832,573
Damen Ave & Sunnyside Ave,casual,41.963261918482218,-87.679275724763983,918
Princeton Ave & Garfield Blvd,member,41.794991218820869,-87.6331077585034,147
Princeton Ave & Garfield Blvd,casual,41.79498459022556,-87.633116604010027,133
Hermitage Ave & Polk St,casual,41.871510393481714,-87.669894414149439,629
Ashland Ave & Garfield Blvd,member,41.792825817351606,-87.66441842922373,73
Ashland Ave & Garfield Blvd,casual,41.792822992982451,-87.664427522807031,95
University Library (NU),casual,42.052929154113556,-87.673416676516027,863
Central Park Ave & Bloomingdale Ave,casual,41.914167233061221,-87.716759192380962,1225
Ashland Ave & Belle Plaine Ave,member,41.956068781243374,-87.668832358688746,1571
Prairie Ave & Garfield Blvd,member,41.794879916974175,-87.61870691266914,271
Prairie Ave & Garfield Blvd,casual,41.794862049382722,-87.618702326131682,324
Budlong Woods Library,member,41.983677244985536,-87.696414934331926,406
May St & Taylor St,casual,41.869479240692165,-87.655486717777762,1830
Stewart Ave & 63rd St,casual,41.779838174074072,-87.6347762148148,45
Greenwood Ave & 91st St,casual,41.728553910714275,-87.597283428571416,28
Perry Ave & 69th St,member,41.7692912110715,-87.628202937315748,93
Stewart Ave & 83rd St,casual,41.743716718954239,-87.634089905228763,51
Wabash Ave & 87th St,casual,41.736633289709175,-87.622629983221472,149
Cottage Grove Ave & 83rd St,casual,41.743433502369669,-87.604832351500789,211
MLK Jr Dr & 56th St,casual,41.793432696444974,-87.615858833705332,256
MLK Jr Dr & 56th St,member,41.793425052248878,-87.615871281012943,157
Kilbourn Ave & Milwaukee Ave,member,41.94881454285715,-87.7400137989418,315
Winchester (Ravenswood) Ave & Balmoral Ave,casual,41.979770734413968,-87.677530900665019,401
Valli Produce - Evanston Plaza,casual,42.0397322113402,-87.6994149106529,388
2112 W Peterson Ave,member,41.9911821386744,-87.683594137065654,518
Halsted St & 59th St,casual,41.787533065104171,-87.644882578125021,64
Halsted St & 47th Pl,member,41.80813094238173,-87.645618168230357,246
State St & 54th St,casual,41.796629055555556,-87.6259201831832,111
State St & 54th St,member,41.796628615942019,-87.625921483091787,69
Stony Island Ave & 64th St,casual,41.778882306364622,-87.586641207659127,309
Halsted St & 73rd St,casual,41.761605588599956,-87.644155759404129,28
Austin Blvd & Chicago Ave,member,41.894895527426158,-87.774574447257379,79
Austin Blvd & Chicago Ave,casual,41.894891251219512,-87.774643908130074,205
Loomis Blvd & 84th St,casual,41.741503976760342,-87.658411002597745,92
Leavitt St & Armitage Ave,casual,41.9178032771677,-87.682435886067253,1457
Ashland Ave & 78th St,casual,41.752209153882355,-87.663714772835235,90
