start_station_name,member_casual,start_lat,start_lng,total_trips
Lincoln Ave & Fullerton Ave,casual,41.925907512416188,-87.6492687419309,5866
Marine Dr & Ainslie St,casual,41.971603463440061,-87.6501613127814,3998
MLK Jr Dr & 29th St,casual,41.8420584665311,-87.616991263429938,1967
MLK Jr Dr & 29th St,member,41.842058274252679,-87.616989579067948,4728
Stave St & Armitage Ave,casual,41.917735549630841,-87.6914048308723,1219
Stave St & Armitage Ave,member,41.917730828547853,-87.691406596947189,2020
Cannon Dr & Fullerton Ave,casual,41.926760527248582,-87.634427287848325,4501
University Ave & 57th St,member,41.791487962674083,-87.599884623184508,5577
Eberhart Ave & 61st St,casual,41.784131606272872,-87.613303938536092,339
Eckhart Park,casual,41.8963814471178,-87.660991351159339,2490
Chicago Ave & Sheridan Rd,casual,42.050491101297105,-87.677817612518,1619
Chicago Ave & Sheridan Rd,member,42.0504919435598,-87.677816065286621,942
Michigan Ave & Ida B Wells Dr,member,41.876223719418967,-87.6244211308104,2180
Albany Ave & Bloomingdale Ave,member,41.914013167389044,-87.705125000465046,1673
Michigan Ave & 8th St,casual,41.872760735465235,-87.623984373188819,9225
Sheridan Rd & Greenleaf Ave,member,42.010590296143953,-87.662408225948013,1487
Streeter Dr & Grand Ave,casual,41.892278394261588,-87.612041744722887,25582
Wells St & Walton St,member,41.8999268569252,-87.634424820358959,4745
Ashland Ave & Augusta Blvd,casual,41.899634594747333,-87.667776616023914,1504
Sedgwick St & Huron St,member,41.894673989625616,-87.638407145760041,7390
LaSalle St & Illinois St,member,41.890775186608813,-87.631693064409689,8182
Ravenswood Ave & Lawrence Ave,casual,41.969096339949452,-87.67422887570622,2242
Franklin St & Adams St (Temp),member,41.879387581355807,-87.635501731566009,3102
Western Ave & Winnebago Ave,member,41.915519445485813,-87.6870165125316,4748
Avers Ave & Belmont Ave,casual,41.939405668092924,-87.72357744030154,818
Southport Ave & Belmont Ave,member,41.939320206753919,-87.663808152397507,4402
Sheridan Rd & Noyes St (NU),member,42.0582226368452,-87.677422344418275,1699
St. Clair St & Erie St,member,41.894411667263896,-87.622678445183723,15562
Clark St & Berwyn Ave,casual,41.977999837466392,-87.668042455634321,2968
Clark St & Berwyn Ave,member,41.977999994115869,-87.668036365728923,5175
Burnham Harbor,member,41.856270782977511,-87.613341801218468,9274
Clark St & Randolph St,casual,41.884591131894496,-87.63184900373804,3665
Halsted St & Willow St,casual,41.913867544706591,-87.648766043436154,2755
Milwaukee Ave & Wabansia Ave,casual,41.912614769586163,-87.681395356974349,3391
MLK Jr Dr & Pershing Rd,member,41.824593960037184,-87.616784643432453,1076
Sheffield Ave & Kingsbury St,casual,41.910529827631578,-87.653113055889719,2660
Clinton St & 18th St,member,41.857959305707354,-87.6408211354989,1647
Michigan Ave & 18th St,member,41.857814832473352,-87.624564143647518,5814
Eckhart Park,member,41.896382584662781,-87.6609913879205,4982
Fairbanks St & Superior St,member,41.895738063639413,-87.620107232156073,4955
Paulina St & Flournoy St,casual,41.87296716337238,-87.669117029648632,1366
Clark St & Armitage Ave,casual,41.918305351475766,-87.636289357224712,9306
Clark St & Schiller St,casual,41.907997176289079,-87.631508123856818,5941
Franklin St & Illinois St,member,41.891016130812,-87.635473795382083,7764
Wells St & Evergreen Ave,casual,41.906717861117954,-87.634865676516426,8122
Drake Ave & Addison St,member,41.947314925287358,-87.7175953494253,435
Loomis St & Lexington St,member,41.8721913718936,-87.661497948865346,8960
Aberdeen St & Randolph St,member,41.884111603552057,-87.65427833714817,3932
California Ave & North Ave,member,41.910426296245831,-87.6971922229791,2202
Stockton Dr & Wrightwood Ave,member,41.931316573887749,-87.638730470637526,9343
Calumet Ave & 18th St,member,41.857613268122684,-87.619411074388168,4304
Lake Shore Dr & Monroe St,casual,41.880967721593606,-87.616739953479154,19708
Clark St & Leland Ave,member,41.967095822803913,-87.667428403923111,5081
Ashland Ave & Augusta Blvd,member,41.899629300197027,-87.667748697787928,3722
Michigan Ave & 8th St,member,41.872759059700876,-87.623986961557847,3967
Franklin St & Lake St,casual,41.885831553574896,-87.635486907681141,3450
Dearborn Pkwy & Delaware Pl,member,41.898970631721106,-87.629906035015182,11971
Leavitt St & Lawrence Ave,casual,41.968891036060285,-87.684004164872619,929
Desplaines St & Jackson Blvd,casual,41.878260667777774,-87.643946805294135,2550
Southport Ave & Wrightwood Ave,casual,41.928777674712215,-87.663907872199545,2693
Clarendon Ave & Junior Ter,member,41.961003627056414,-87.649595112564867,6038
Paulina Ave & North Ave,member,41.910333383429666,-87.67008111317918,4325
Sheridan Rd & Lawrence Ave,casual,41.969511743724766,-87.654696649991237,1899
Ravenswood Ave & Irving Park Rd,member,41.954684379575163,-87.673916745915037,3060
California Ave & 26th St,member,41.844030902343754,-87.695302804687515,128
California Ave & 26th St,casual,41.8440369774714,-87.695301936186823,43
Wabash Ave & Grand Ave,casual,41.891458893936111,-87.626764982440008,9235
Kimball Ave & Belmont Ave,member,41.939400846609267,-87.711580242913527,929
Ritchie Ct & Banks St,casual,41.906871748798658,-87.626203300736819,4162
Wilton Ave & Belmont Ave,casual,41.940174602051719,-87.653028090188656,6856
Halsted St & 18th St,casual,41.857508839684627,-87.6462401243977,761
Halsted St & 18th St,member,41.85750231813514,-87.646268865783526,1623
2112 W Peterson Ave,casual,41.991181239004632,-87.683594318865758,288
Ellis Ave & 60th St,casual,41.785098465444527,-87.601079980145627,2071
Ellis Ave & 60th St,member,41.785099131093574,-87.601085419835925,3845
Leavitt St & North Ave,casual,41.910317290108139,-87.682340585263887,1695
Aberdeen St & Monroe St,member,41.880411699953719,-87.655526789038731,5042
Broadway & Sheridan Rd,casual,41.952823494141,-87.649996348634517,3442
Benson Ave & Church St,member,42.048210202403688,-87.6834897351958,2094
Wood St & Chicago Ave,member,41.895632610528075,-87.672080178410823,2001
Mies van der Rohe Way & Chestnut St,member,41.89858102018524,-87.621974048297048,8920
MLK Jr Dr & 63rd St,member,41.780091374710807,-87.615929112404146,104
MLK Jr Dr & 63rd St,casual,41.780082925857535,-87.6159381431363,169
Clark St & Bryn Mawr Ave,casual,41.983591146692852,-87.669163286618641,1527
Blue Island Ave & 18th St,casual,41.857548390646983,-87.661548676863561,1422
Burling St (Halsted) & Diversey Pkwy (Temp),member,41.933125645003308,-87.647772404963646,5547
Damen Ave & Wellington Ave,member,41.935871065738127,-87.678396412259445,2477
Calumet Ave & 21st St,member,41.854178628811106,-87.619167922455333,1288
Ellis Ave & 58th St,member,41.7887245166565,-87.601314497156181,3282
Fairbanks Ct & Grand Ave,member,41.891848938302751,-87.620601967393668,10639
Clark St & Lincoln Ave,member,41.915696074401033,-87.634602586338673,11951
Clarendon Ave & Leland Ave,casual,41.967969204081633,-87.650001572759521,2254
Wacker Dr & Washington St,member,41.883125206474659,-87.637318409051545,4618
Western Ave & 21st St,member,41.854098969806756,-87.685834120945486,966
Sheridan Rd & Buena Ave,casual,41.958495714174461,-87.654980845210289,2568
Racine Ave & 35th St,member,41.830693952592654,-87.655996115942244,508
Clifton Ave & Armitage Ave,member,41.918211315165287,-87.656936985616966,5284
Clark St & Randolph St,member,41.884591877349138,-87.631860503715018,6917
Michigan Ave & Lake St,member,41.886006829698481,-87.6241385327496,9308
California Ave & Milwaukee Ave,casual,41.92269096321764,-87.69715801981009,3054
Indiana Ave & 31st St,casual,41.838829440784743,-87.621864932145442,926
Damen Ave & Division St,casual,41.903272006974717,-87.678438482635855,2294
Damen Ave & Division St,member,41.903277010993058,-87.678430344460025,4988
Lakefront Trail & Wilson Ave,casual,41.965841955820018,-87.645371722910554,3067
Halsted St & Wrightwood Ave,casual,41.929141967017053,-87.649087155126452,4376
Theater on the Lake,member,41.92627707102227,-87.63083959874389,14357
Clark St & Grace St,member,41.950795334187042,-87.659180681289939,6052
State St & Randolph St,casual,41.884711846216369,-87.627752730362928,6391
Damen Ave & Grand Ave,member,41.891277343440024,-87.676876586269572,2510
State St & Pershing Rd,casual,41.8230149027881,-87.626574571925417,181
State St & Pershing Rd,member,41.823013385672233,-87.6265848722859,232
California Ave & Cortez St,member,41.900374485408562,-87.696705080415029,2570
Burnham Harbor,casual,41.856269755356024,-87.6133417641777,3174
Sheffield Ave & Willow St,member,41.9136977360836,-87.652864260902092,7575
Carpenter St & Huron St,casual,41.894557646359473,-87.653444808447787,2257
Wood St & Milwaukee Ave,member,41.907662452556714,-87.672558933042964,6773
Sedgwick St & Schiller St,casual,41.907618732039275,-87.638560097835764,1494
Montrose Harbor,casual,41.9639805497227,-87.638182831780369,6010
Montrose Harbor,member,41.963980850208877,-87.63818257157628,8059
Cicero Ave & Quincy St,casual,41.877611973251035,-87.7454029516461,162
Lakeview Ave & Fullerton Pkwy,casual,41.925865030711975,-87.638975759477376,8151
Larrabee St & Oak St,casual,41.900220526076694,-87.6429889729048,1472
Lincoln Park Conservatory,member,41.92393607605964,-87.635824544747535,5047
Woodlawn Ave & 55th St,casual,41.795271877166549,-87.5964741802311,1327
Laramie Ave & Gladys Ave,casual,41.87580691836736,-87.7552934319728,49
State St & 19th St,member,41.856591396753238,-87.627533078030311,1540
Clark St & Chicago Ave,casual,41.89674457022933,-87.6308859000819,4070
Ashland Ave & Grand Ave,casual,41.891078326887659,-87.666623787190488,1629
Lincoln Ave & Roscoe St,member,41.9433324309348,-87.670963760776246,5823
Broadway & Waveland Ave,member,41.949078087853941,-87.648624978294734,10489
Broadway & Waveland Ave,casual,41.949075671867469,-87.648627698181443,4839
Orleans St & Merchandise Mart Plaza,casual,41.888191612713676,-87.636476035256408,2808
Loomis St & Jackson Blvd,member,41.877931325031057,-87.662006423528766,2951
Lake Shore Dr & Wellington Ave,member,41.936691755322769,-87.6368250509157,12349
Clark St & Bryn Mawr Ave,member,41.983591413613027,-87.669166983227115,3766
Ashland Ave & Chicago Ave,casual,41.89597257254902,-87.667740313547242,1870
California Ave & Byron St,casual,41.95216959057597,-87.698065426077349,931
Lincoln Ave & Fullerton Ave,member,41.925907067299505,-87.649272200521324,10166
Ogden Ave & Race Ave,member,41.891797532514126,-87.658777111989608,5249
Rush St & Hubbard St,member,41.890183272390651,-87.626196993528524,4816
Sacramento Blvd & Franklin Blvd,member,41.89048243867439,-87.702610488000531,341
Sacramento Blvd & Franklin Blvd,casual,41.890483770061728,-87.702608149691372,108
Sheridan Rd & Montrose Ave,member,41.961664343195274,-87.654633108264775,6929
Noble St & Milwaukee Ave,casual,41.900685004080223,-87.6625971099585,2410
Orleans St & Hubbard St,member,41.890002191940042,-87.636614186391256,4115
Ashland Ave & 13th St,casual,41.865235267928291,-87.6665074883798,502
Canal St & Madison St,member,41.882095204660267,-87.6398139809353,6137
Kingsbury St & Kinzie St,casual,41.889178240769688,-87.638508277624609,5622
Artesian Ave & Hubbard St,member,41.88950254866721,-87.688201834150391,2298
Wabash Ave & Grand Ave,member,41.891460258351593,-87.626769788512036,12323
Cornell Dr & Hayes Dr,member,41.780591938155133,-87.584881387840682,159
Halsted St & Clybourn Ave,member,41.909669669572146,-87.64811751110372,9006
Pine Grove Ave & Irving Park Rd,casual,41.954384112149533,-87.648043554967117,4815
Western Ave & Howard St,member,42.018909475641024,-87.690023532478634,390
Clark St & Schreiber Ave,casual,41.999256395401055,-87.6713784034075,769
State St & 35th St,casual,41.831000898849162,-87.6271496455999,680
Clark St & Lake St,casual,41.886006158681681,-87.630881833633154,4874
Clinton St & Jackson Blvd,casual,41.878090540148293,-87.639861758591124,1157
Kosciuszko Park,member,41.930582129388959,-87.72379617381101,1164
Ridge Blvd & Howard St,casual,42.01927663256113,-87.684519010296,259
Ridge Blvd & Howard St,member,42.019281194852944,-87.6845126102941,272
Perry Ave & 69th St,casual,41.769293187830684,-87.628197470899465,63
Leavitt St & Chicago Ave,member,41.895498761610696,-87.682010532484242,2591
Clark St & Columbia Ave,casual,42.00446031755515,-87.672401763449827,493
Milwaukee Ave & Grand Ave,member,41.891592155958925,-87.6483748000649,8732
Dearborn St & Monroe St,casual,41.881256170259491,-87.629560644812273,3873
Southport Ave & Roscoe St,casual,41.943727729338143,-87.664012011945388,4981
Southport Ave & Waveland Ave,member,41.948158116908978,-87.663938238951857,8116
Campbell Ave & Montrose Ave,casual,41.961531482634861,-87.691173309965848,576
Sheridan Rd & Loyola Ave,member,42.0010459608377,-87.66120992507652,2261
Michigan Ave & Pearson St,casual,41.897621604586526,-87.623517715890671,5756
Leavitt St & Archer Ave,casual,41.828788869301029,-87.680608154407238,377
Eggleston Ave & 92nd St,casual,41.72762228571429,-87.634872630952387,28
Milwaukee Ave & Wabansia Ave,member,41.91261268191198,-87.68139615704483,6461
Clark St & Montrose Ave,casual,41.961585696407738,-87.666052559132268,1429
May St & Taylor St,member,41.869481407788157,-87.655487588351619,4922
Wilton Ave & Diversey Pkwy,member,41.932413470431136,-87.6527061936708,7863
Canal St & Monroe St,member,41.881694380508094,-87.639507578537,3805
Central Ave & Chicago Ave,casual,41.89496030180181,-87.764904772522527,148
Richmond St & Diversey Ave,member,41.931904346532626,-87.701201843723,1049
Richmond St & Diversey Ave,casual,41.931902685688264,-87.7012006821187,845
Ridge Blvd & Touhy Ave,member,42.012120172780349,-87.682908989928436,245
Ridge Blvd & Touhy Ave,casual,42.012126499792913,-87.682912604855431,270
MLK Jr Dr & Pershing Rd,casual,41.824595121922627,-87.616782430832345,853
Ewing Ave & Burnham Greenway,member,41.712733370370373,-87.5347304074074,9
Ewing Ave & Burnham Greenway,casual,41.712730621212124,-87.5347576060606,11
Larrabee St & Oak St,member,41.900215513606469,-87.6429914757501,4197
Calumet Ave & 33rd St,member,41.834886025964913,-87.617917746175451,2375
Fairbanks St & Superior St,casual,41.895746802837294,-87.6201127133758,1727
Lincoln Ave & Sunnyside Ave,casual,41.963007867892152,-87.684787326225489,1360
Knox Ave & Montrose Ave,casual,41.960629174672491,-87.7453727489083,229
Knox Ave & Montrose Ave,member,41.960626527777777,-87.7453800888889,270
Fort Dearborn Dr & 31st St,casual,41.838555445834828,-87.608214508848761,5594
Cottage Grove Ave & 71st St,casual,41.765715909783573,-87.604975496166674,70
Millennium Park,member,41.88103126142623,-87.6240897401131,5483
Desplaines St & Randolph St,casual,41.884609167822369,-87.644565780674085,2968
Western Ave & Howard St,casual,42.01890575,-87.690037583881576,304
Stony Island Ave & 75th St,casual,41.758671821477044,-87.586889607632031,154
Halsted St & Roscoe St,casual,41.943675706314608,-87.64895145599327,5965
Dusable Harbor,member,41.886975652748689,-87.61281148782723,3820
Manor Ave & Leland Ave,casual,41.965877500374532,-87.700820966292127,445
St. Clair St & Erie St,casual,41.894414103499081,-87.62267372083177,5629
Benson Ave & Church St,casual,42.048213248311143,-87.683486375410155,1727
Wentworth Ave & Cermak Rd,member,41.853091954194923,-87.631921758242342,2135
Kedzie Ave & Bryn Mawr Ave,member,41.9823760822568,-87.708913620566548,532
University Ave & 57th St,casual,41.791481623587579,-87.599875949455253,1652
Clarendon Ave & Leland Ave,member,41.967971102022396,-87.650001956211625,3692
Canal St & Harrison St,member,41.87427052606018,-87.639587476308932,1407
Michigan Ave & Jackson Blvd,casual,41.877852949920126,-87.624082973779281,4799
Broadway & Argyle St,member,41.973802342603278,-87.659687518616821,4333
Larrabee St & North Ave,member,41.910199869671004,-87.643501186501624,3151
Western Ave & Leland Ave,member,41.9664989028951,-87.68841785590962,3524
Evans Ave & 75th St,member,41.758495744047622,-87.606403773809518,28
Michigan Ave & Pearson St,member,41.897611856455832,-87.62351742524622,4332
Wilton Ave & Diversey Pkwy,casual,41.932416751922212,-87.652707852819219,4422
Marshfield Ave & Cortland St,casual,41.916014905324957,-87.668904099099066,2072
Cottage Grove Ave & Oakwood Blvd,casual,41.822983216745975,-87.607101370949451,1471
Lake Park Ave & 56th St,member,41.7932336260299,-87.5877940301597,3277
Ashland Ave & Lake St,casual,41.885917177203922,-87.667175171564281,1123
Damen Ave & Clybourn Ave,member,41.9319167688172,-87.677860184233566,2666
Loomis St & Jackson Blvd,casual,41.877936284794451,-87.662007474987632,1346
Halsted St & Clybourn Ave,casual,41.909665154644358,-87.648122199945121,3646
Sheridan Rd & Columbia Ave,casual,42.004582465764329,-87.661414495753732,1256
Sheridan Rd & Columbia Ave,member,42.004583672357313,-87.661416019399908,1933
Canal St & Jackson Blvd,member,41.877224512308466,-87.639389394310442,2654
Clinton St & Roosevelt Rd,member,41.867112789230724,-87.641085849499177,4072
Clinton St & Roosevelt Rd,casual,41.867115266078869,-87.641083513109834,1887
Central Park Ave & Elbridge Ave,casual,41.935330526003625,-87.716884710818064,797
Troy St & North Ave,casual,41.90978274353786,-87.705291591552509,1467
Clark St & Wellington Ave,member,41.936498070293247,-87.647535747249208,10275
Fairfield Ave & Roosevelt Rd,member,41.866631751773049,-87.694526212056743,235
Ravenswood Ave & Berteau Ave,casual,41.957914920195442,-87.673574187024983,614
Streeter Dr & Grand Ave,member,41.892280169385685,-87.612041163441333,8888
Cannon Dr & Fullerton Ave,member,41.926764942312211,-87.6344241543047,2840
Sedgwick St & North Ave,casual,41.911383245391129,-87.638680880584616,4014
Noble St & Milwaukee Ave,member,41.9006873199501,-87.662597454456574,4944
Cottage Grove Ave & 47th St,member,41.80986636784661,-87.606766725073754,565
Larrabee St & Division St,casual,41.903493120588038,-87.643356784056834,2928
Lincoln Ave & Belmont Ave,member,41.939373565711115,-87.668376065972879,5093
Canal St & Monroe St,casual,41.881692424113481,-87.639521350496452,1175
LaSalle St & Adams St,member,41.879342305127928,-87.631988278938962,2843
Glenwood Ave & Morse Ave,member,42.007976229992366,-87.665495357921543,2065
Milwaukee Ave & Cuyler Ave,casual,41.954476121491219,-87.7495967631579,380
Halsted St & North Branch St,member,41.899376948632124,-87.648486932494023,977
Broadway & Thorndale Ave,member,41.9897344948098,-87.660129595008542,2981
Lake Shore Dr & Diversey Pkwy,member,41.932588043996439,-87.6364220052153,9747
Wentworth Ave & Cermak Rd,casual,41.853089712105238,-87.631924453011052,1902
Campbell Ave & Fullerton Ave,member,41.924628725114026,-87.689305557402889,1956
Winchester (Ravenswood) Ave & Balmoral Ave,member,41.97977839455428,-87.6775210022546,961
Michigan Ave & Madison St,member,41.882110049043774,-87.625120522000614,4462
Damen Ave & Foster Ave,member,41.975611306166627,-87.679469120611387,2465
California Ave & Cortez St,casual,41.900371418918922,-87.696706552052063,1332
Southport Ave & Belmont Ave,casual,41.939296882164228,-87.663812222624841,2741
Racine Ave & Washington Blvd,casual,41.883073860158966,-87.6569712670144,671
Damen Ave & Melrose Ave,casual,41.940593729334879,-87.678515508266045,867
Ashland Ave & Wellington Ave,casual,41.936086420843282,-87.669817909573055,1257
Southport Ave & Waveland Ave,casual,41.948152839126756,-87.663943519252513,4718
Field Museum,casual,41.865309093409088,-87.617885773333327,2200
Field Museum,member,41.865307823624605,-87.617888052515426,1133
Cityfront Plaza Dr & Pioneer Ct,casual,41.89056202575788,-87.622069535649175,4937
Western Ave & Roscoe St,member,41.943023057208016,-87.68729327305175,1681
Western Ave & Roscoe St,casual,41.943030777119013,-87.687291580149321,759
Leavitt St & Archer Ave,member,41.828791319728886,-87.680605258092086,249
Western Ave & 24th St,member,41.848478948994256,-87.685109977370686,464
Vernon Ave & 79th St,casual,41.750940356589147,-87.613792104651168,86
Vernon Ave & 79th St,member,41.750923464285712,-87.6137959702381,28
Sangamon St & Washington Blvd,member,41.883149613527785,-87.651100857597868,3977
Racine Ave & Belmont Ave,member,41.939727305780814,-87.658871565487161,5426
Rush St & Superior St,casual,41.89576044669041,-87.625935805036164,5290
Loomis St & Lexington St,casual,41.872190381982392,-87.661497473132968,2196
Clark St & Lunt Ave,casual,42.009077857843131,-87.674207155943634,544
Walden Pkwy & 100th St,member,41.712235366666675,-87.667714000000018,10
Rhodes Ave & 32nd St,member,41.836284240779158,-87.613506434186263,1446
Lincoln Ave & Winona St,casual,41.974911532393691,-87.692549798346548,832
Big Marsh Park,member,41.685882746740006,-87.573771021039192,34
Elizabeth St & 47th St,member,41.808397413793109,-87.656523568965511,29
LaSalle St & Illinois St,casual,41.890768852779125,-87.631692960038535,6231
New St & Illinois St,casual,41.89079334184585,-87.618477072761635,581
Racine Ave & 65th St,casual,41.775393649122805,-87.654305777777779,57
Kedzie Ave & Milwaukee Ave,member,41.9295797709327,-87.707881787625865,5032
Burnham Greenway & 105th St,member,41.704590611111108,-87.5282893888889,6
Adler Planetarium,casual,41.8660985412504,-87.607275095525821,6206
California Ave & 21st St,member,41.8538013211021,-87.695738628889686,568
Humboldt Blvd & Armitage Ave,casual,41.917513377959139,-87.701809031744048,1846
Western Blvd & 48th Pl,casual,41.805673548183258,-87.683387641390212,211
Bosworth Ave & Howard St,member,42.019526048689137,-87.6695628974719,356
Leavitt St & Belmont Ave,casual,41.939349273011615,-87.683275697050945,746
Wells St & Hubbard St,casual,41.889919874415376,-87.63427089996533,5773
Western Ave & Congress Pkwy,member,41.874705433656878,-87.686411869906564,1300
Laflin St & Cullerton St,casual,41.854901498735948,-87.6635822278217,839
Laflin St & Cullerton St,member,41.854903126717574,-87.663582088535236,1244
Marine Dr & Ainslie St,member,41.971603567836887,-87.650163510425529,4700
Albany Ave & Montrose Ave,member,41.961031613016715,-87.705870889914991,1137
Ada St & Washington Blvd,member,41.882823194383747,-87.66120338155595,4576
Damen Ave & Thomas St (Augusta Blvd),member,41.901315140783105,-87.677413076990774,4546
Lincoln Ave & Winona St,member,41.974909779808648,-87.692541569710144,1256
Rockwell St & Eastwood Ave,casual,41.965891036510548,-87.693630136571926,665
Lake Shore Dr & Belmont Ave,casual,41.9407740119644,-87.6391921360601,8386
South Shore Dr & 71st St,member,41.766408244579928,-87.565692944848479,995
Aberdeen St & Monroe St,casual,41.88041343653618,-87.655530639580832,1686
Cottage Grove Ave & 51st St,member,41.803021939292108,-87.606608303763451,744
Cottage Grove Ave & 51st St,casual,41.803031119101973,-87.606612222031956,876
Ashland Ave & 50th St,member,41.80301656666667,-87.66469844,25
Clark St & Elmdale Ave,member,41.990525895538,-87.669817078351343,1858
Stony Island Ave & South Chicago Ave,member,41.751175022916669,-87.585341468749988,80
Claremont Ave & Hirsch St,member,41.907788032757374,-87.685875464122887,1389
Claremont Ave & Hirsch St,casual,41.907780552746061,-87.685860919793384,613
Wood St & Augusta Blvd,member,41.899186607893782,-87.6721989079663,3678
Leavitt St & Chicago Ave,casual,41.895498285061734,-87.6820123706173,1350
Buckingham Fountain,member,41.876502965080427,-87.620525125275265,2351
Hermitage Ave & Polk St,member,41.871510177115987,-87.669892987356334,3190
Southport Ave & Irving Park Rd,member,41.954181533120547,-87.664362903645113,3603
Paulina St & 18th St,member,41.857899135376513,-87.668716467553338,2594
LaSalle St & Washington St,casual,41.882664557584278,-87.632519107365781,2136
Kedzie Ave & Lake St,casual,41.884596375142316,-87.706306850583729,246
State St & 35th St,member,41.830989802503119,-87.627249039963786,1613
Halsted St & Archer Ave,member,41.8471973606227,-87.646805041941377,910
Halsted St & Roosevelt Rd,member,41.867319361134463,-87.648615841386544,2380
Halsted St & Roosevelt Rd,casual,41.867329180301184,-87.648622912494929,819
Western Ave & 21st St,casual,41.854098949921742,-87.685838188967139,426
Washtenaw Ave & Ogden Ave,casual,41.861922246843427,-87.693469131313137,264
Washtenaw Ave & Ogden Ave,member,41.861919532188864,-87.693471668030412,645
Drake Ave & Fullerton Ave,member,41.924395592241204,-87.7154230113852,1581
Wood St & 35th St,member,41.830106251529941,-87.670301059573418,354
Clinton St & Washington Blvd,casual,41.883377893674705,-87.641195164457841,1660
Sheridan Rd & Lawrence Ave,member,41.969509849758943,-87.654698238759948,2973
California Ave & Francis Pl (Temp),casual,41.918501811516037,-87.69742804850803,1193
Michigan Ave & Washington St,casual,41.883978098843336,-87.624650625860966,10085
Albany Ave & Bloomingdale Ave,casual,41.91401670646583,-87.7051268051157,1213
Lake Shore Dr & Monroe St,member,41.880967708042419,-87.616739964480558,8737
Campbell Ave & Montrose Ave,member,41.961526518425437,-87.691173259486789,1940
Carpenter St & Huron St,member,41.894564967335029,-87.653437936242682,5087
Bennett Ave & 79th St,member,41.751792007575759,-87.578500037878783,22
Ellis Ave & 53rd St,casual,41.799337702849257,-87.600968796812154,1352
Southport Ave & Clybourn Ave,casual,41.920773961435074,-87.663717845947048,1612
Ogden Ave & Roosevelt Rd,member,41.866502656485167,-87.6846809834877,1382
Humboldt Blvd & Armitage Ave,member,41.91751229047911,-87.701806534117807,2547
Wabash Ave & Cermak Rd,member,41.852611308232937,-87.62650103890563,1328
Wentworth Ave & 24th St (Temp),casual,41.850083664353804,-87.632138286016257,579
Vernon Ave & 107th St,casual,41.700207355877907,-87.612326012410662,39
Throop (Loomis) St & Taylor St,casual,41.868956893090569,-87.659131162153756,1071
Throop (Loomis) St & Taylor St,member,41.868969583815378,-87.659124579898759,2766
Ashland Ave & Wrightwood Ave,casual,41.928827190064432,-87.668512249830457,1966
Throop St & Taylor St,casual,41.868911421227196,-87.659124003316748,201
Racine Ave & 13th St,casual,41.865054936372267,-87.656970618708428,351
Racine Ave & 13th St,member,41.865067787457292,-87.656978518545657,683
Albany Ave & 26th St,casual,41.844481103101884,-87.702012162895684,170
Albany Ave & 26th St,member,41.844485178418807,-87.702014714743584,156
New St & Illinois St,member,41.89080387689819,-87.618494250197458,997
Delano Ct & Roosevelt Rd,casual,41.867493621590725,-87.632191681528667,2041
Troy St & North Ave,member,41.909785312101782,-87.705293750441072,1725
Ashland Ave & 74th St,casual,41.7592326923077,-87.6634793076923,13
Conservatory Dr & Lake St,member,41.885499781025651,-87.716873231794878,325
Wacker Dr & Washington St,casual,41.883140733511112,-87.63732678071112,1875
Kilbourn Ave & Milwaukee Ave,casual,41.948815102996264,-87.740013093008727,267
Morgan St & Polk St,casual,41.871772319480513,-87.651022055844152,1155
State St & Harrison St,member,41.874058531751231,-87.627705571576655,3055
Larrabee St & Menomonee St,member,41.91468735876861,-87.643317542741755,3178
Clark St & Montrose Ave,member,41.961587545094446,-87.666046585059931,3282
McClurg Ct & Illinois St,casual,41.890361326168346,-87.61752382667683,7211
Ashland Ave & Grace St,member,41.950690023054392,-87.668699748630758,2617
Clybourn Ave & Division St,casual,41.904607691019791,-87.6405640506632,1533
Halsted St & North Branch St,casual,41.8993682477842,-87.64848045117067,500
Evanston Civic Center,casual,42.057036466903078,-87.686563786938549,564
Calumet Ave & 71st St,member,41.765506166666668,-87.616917296875,32
Clark St & Touhy Ave,casual,42.012570359217165,-87.674360676767677,264
Sheffield Ave & Webster Ave,casual,41.921558991222248,-87.65381461400014,4519
Marshfield Ave & 59th St,casual,41.786821407407409,-87.666208680555542,36
Broadway & Argyle St,casual,41.973803409129516,-87.659684139631949,2355
Clinton St & Madison St,casual,41.882198021660336,-87.641079926632941,3955
Racine Ave & Fullerton Ave,casual,41.925578671007941,-87.65841428410981,2477
Wolcott (Ravenswood) Ave & Montrose Ave,member,41.961407261221879,-87.676183802378432,2859
Shields Ave & 31st St,member,41.838464976069467,-87.635401004235476,1574
Lincoln Ave & Diversey Pkwy,casual,41.932217388768571,-87.6586257554146,3232
Clybourn Ave & Division St,member,41.904606436901545,-87.64056980493497,4073
Calumet Ave & 21st St,casual,41.854176015667292,-87.6191625538713,1106
Dorchester Ave & 63rd St,casual,41.780405591437919,-87.5914083762911,604
Western Ave & Division St,casual,41.902895946206904,-87.687298077241365,1450
Central Ave & Lake St,member,41.887675663978492,-87.765479344086017,62
Central Ave & Lake St,casual,41.887665997435896,-87.765468420512832,130
Kedzie Ave & 21st St,casual,41.85352815146156,-87.705077163904662,158
Kedzie Ave & 21st St,member,41.853522118511954,-87.705077730535692,169
Indiana Ave & 26th St,casual,41.84568993736017,-87.622492472781488,894
Western Ave & Monroe St,member,41.8797951717092,-87.6860960770374,1167
